user_id,last_name,locale,education_type,gender,hometown_id,education_concentration_id,location_id,first_name,work_employer_id,middle_name,education_classes_id,education_with_id,work_end_date,work_start_date,education_school_id,birthday,work_projects_id,work_position_id,work_location_id,education_year_id,education_degree_id,languages_id
2470.0,123.0,127.0,55.0,77.0,,14.0,,,,,,,170.0,202.0,504.0,,,,,69.0,22.0,101.0
2471.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2472.0,,127.0,55.0,77.0,,,,,,,,,,,787.0,,,,,72.0,,
2473.0,,127.0,55.0,78.0,908.0,,176.0,,970.0,,,,162.0,197.0,814.0,,,,,65.0,,92.0
2474.0,273.0,127.0,55.0,77.0,,,,,,,,,,,442.0,,,,,69.0,,
2475.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2476.0,,127.0,55.0,77.0,,,,,,,,,,,789.0,,,,,,,
2477.0,,932.0,55.0,78.0,908.0,386.0,,,,,,,,157.0,834.0,5.0,,,,61.0,,914.0
2478.0,,126.0,,77.0,,,,,,,,,,,,,,,,,,
2479.0,,127.0,55.0,78.0,908.0,216.0,129.0,,,,,,,,52.0,,,,,66.0,,92.0
2480.0,,127.0,55.0,78.0,908.0,16.0,908.0,,963.0,,,,,198.0,867.0,1.0,,,908.0,62.0,,
2481.0,,127.0,,77.0,,,176.0,,,,,,,,,,,,,,,
2482.0,,126.0,,77.0,,,,,,,,,,,,5.0,,,,,,
2483.0,,127.0,55.0,77.0,,,,,,,,,198.0,162.0,794.0,735.0,,,,,,101.0
2484.0,,932.0,55.0,77.0,908.0,,,,,,,,157.0,157.0,834.0,5.0,,,,,,
2485.0,,932.0,55.0,77.0,,,908.0,,952.0,,,,,,800.0,5.0,,,,62.0,,
2486.0,,127.0,55.0,78.0,908.0,,,,151.0,,,,,,826.0,,,,908.0,890.0,,94.0
2487.0,,,54.0,77.0,,,176.0,,972.0,,,,,,,,,,,,20.0,
2488.0,,127.0,55.0,78.0,,,,,,,,,,,,729.0,,,,69.0,,
2489.0,,126.0,55.0,77.0,908.0,,933.0,,,,,,,,789.0,5.0,,,,71.0,,
2490.0,,127.0,55.0,77.0,908.0,768.0,908.0,,,,,,,,863.0,,,,,66.0,,92.0
2491.0,916.0,127.0,55.0,77.0,908.0,,617.0,,,,,,,,538.0,,,,,,,
2492.0,,126.0,55.0,77.0,,,,,,,,,168.0,168.0,789.0,,,,908.0,66.0,,
2493.0,,127.0,55.0,78.0,908.0,,,,,,,,157.0,199.0,783.0,,,,,69.0,,
2494.0,,127.0,55.0,78.0,,,934.0,,,,,,,,787.0,6.0,,,,,,
2495.0,,932.0,55.0,77.0,908.0,,908.0,,,,,,,202.0,863.0,5.0,,,,,,
2496.0,,,,77.0,,,,,,,,,,,,,,,,,,
2497.0,,127.0,55.0,77.0,,764.0,,,,,,,,,839.0,6.0,,,,69.0,437.0,
2498.0,,127.0,53.0,78.0,,,,,,,,,,,481.0,,,,,,,
2499.0,,932.0,53.0,78.0,,,,,,,,,,,850.0,5.0,,,,,,
2500.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,680.0,680.0,812.0,5.0,,,908.0,62.0,,
2501.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,92.0
2502.0,,127.0,55.0,78.0,,,,,,,,,166.0,165.0,537.0,4.0,,691.0,908.0,69.0,,
2503.0,,127.0,53.0,78.0,,,176.0,,,,,,,201.0,442.0,6.0,,,,69.0,,
2504.0,,127.0,55.0,78.0,,,,,,,,886.0,,,834.0,4.0,,,,72.0,,
2505.0,,127.0,55.0,77.0,908.0,338.0,908.0,,,,,,,,811.0,,,,,67.0,,92.0
2506.0,,127.0,55.0,77.0,,,,,,,,,,,862.0,4.0,,,,,,
2507.0,,127.0,55.0,77.0,908.0,,908.0,,953.0,,,,169.0,200.0,803.0,5.0,,981.0,,,,
2508.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2509.0,,127.0,55.0,78.0,908.0,423.0,128.0,,958.0,,,,170.0,165.0,52.0,4.0,,991.0,,66.0,,
2510.0,,127.0,55.0,77.0,908.0,,,,,,,,,,806.0,,,,,65.0,,
2511.0,,127.0,55.0,77.0,,,,,,,,,,,882.0,730.0,,,,65.0,,92.0
2512.0,,126.0,55.0,78.0,,,284.0,,,,,,,,789.0,,,,,68.0,,
2513.0,,127.0,54.0,77.0,,,,,,,,,,157.0,,210.0,,,,62.0,,101.0
2514.0,,127.0,55.0,77.0,908.0,,,,,,,,,,,,,,,,,
2515.0,,127.0,55.0,77.0,908.0,213.0,,893.0,,,,,,,834.0,378.0,,,,69.0,,92.0
2516.0,,127.0,55.0,78.0,,772.0,,,,,,,,,537.0,210.0,,,,62.0,,
2517.0,,127.0,55.0,78.0,,,176.0,,,,,,,,,,,,,61.0,,
2518.0,,127.0,55.0,78.0,,14.0,617.0,,,,,,,,538.0,1.0,,193.0,,259.0,,915.0
2519.0,,127.0,,,,,,,,,,,,,,,,,,,,
2520.0,,127.0,55.0,,908.0,,,,,,,,,,834.0,5.0,,,,,,
2521.0,,127.0,55.0,77.0,,,,,950.0,,,,,164.0,834.0,5.0,,,,66.0,,
2522.0,,127.0,55.0,78.0,908.0,,283.0,,,,,,169.0,169.0,,,,,,66.0,,101.0
2523.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2524.0,,127.0,55.0,77.0,,,908.0,,,,,,,198.0,777.0,4.0,,,908.0,,,
2525.0,,127.0,55.0,77.0,,,,,,,,,,,442.0,,,,,65.0,,
2526.0,,127.0,55.0,77.0,908.0,,,,,,,,160.0,1000.0,789.0,5.0,,,,64.0,,92.0
2527.0,,126.0,55.0,78.0,,,,,,,,,,,,735.0,,,,,,
2528.0,920.0,127.0,55.0,78.0,,,176.0,,,,,,170.0,,856.0,,,,,60.0,,93.0
2529.0,,127.0,55.0,77.0,908.0,,,,971.0,,,,157.0,157.0,533.0,,,,,66.0,,
2530.0,,127.0,55.0,77.0,,,,,,,,,,,444.0,5.0,,,,66.0,,
2531.0,926.0,127.0,55.0,77.0,,392.0,,,956.0,,,,,,533.0,,,,,65.0,224.0,
2532.0,,127.0,,77.0,,,,,,,,,,,,5.0,,,,,,
2533.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2534.0,,127.0,55.0,78.0,,,176.0,,,,,,,,856.0,5.0,,,,69.0,,
2535.0,,127.0,55.0,78.0,,392.0,,,972.0,,,,,169.0,,,,,176.0,72.0,,
2536.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2537.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2538.0,,126.0,55.0,77.0,134.0,,,,,,,,157.0,157.0,504.0,,,193.0,980.0,67.0,,93.0
2539.0,,127.0,55.0,78.0,908.0,,,,,,,,,,834.0,5.0,,,,69.0,,101.0
2540.0,,127.0,54.0,78.0,,767.0,176.0,,973.0,,,,157.0,157.0,246.0,,,,176.0,,22.0,
2541.0,,127.0,55.0,78.0,,14.0,176.0,,,,,,171.0,202.0,442.0,,,700.0,,59.0,223.0,
2542.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2543.0,,126.0,55.0,78.0,902.0,18.0,281.0,,,,758.0,,,,537.0,,,,,71.0,22.0,
2544.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2545.0,,126.0,55.0,78.0,,,,,,,,,,,786.0,,,,,258.0,,93.0
2546.0,,126.0,55.0,77.0,908.0,,,,,,,,158.0,,807.0,5.0,,,,69.0,,93.0
2547.0,,932.0,55.0,77.0,,,,,,,,,,,786.0,,,,,,,
2548.0,930.0,127.0,55.0,77.0,,,558.0,,,,,,,,778.0,,,,,,,92.0
2549.0,,127.0,55.0,77.0,,,,,,,,,,,803.0,4.0,,,,66.0,,
2550.0,,127.0,55.0,78.0,,,,,,,,,,,834.0,5.0,,,,,,
2551.0,,932.0,55.0,78.0,908.0,,908.0,,,,748.0,,,,851.0,5.0,,,,,,
2552.0,,932.0,55.0,77.0,,,,,,,,,,,,5.0,,,,62.0,,
2553.0,,127.0,55.0,77.0,,,902.0,,,,,,170.0,164.0,850.0,5.0,,,,,,
2554.0,,932.0,55.0,77.0,,,,,,,,,,,803.0,5.0,,,,66.0,,
2555.0,,127.0,55.0,78.0,908.0,427.0,281.0,,,,,,,,514.0,740.0,,,,69.0,,92.0
2556.0,,127.0,55.0,78.0,908.0,,,,,,,,,,834.0,5.0,,,,,,
2557.0,,127.0,55.0,78.0,,392.0,,,956.0,,,,157.0,310.0,857.0,,,699.0,908.0,65.0,,
2558.0,930.0,127.0,55.0,77.0,,,,,,,,,,,856.0,739.0,,,,,,
2559.0,,126.0,55.0,77.0,,,,,,,,,,,,729.0,,,,,,
2560.0,,127.0,55.0,77.0,908.0,,284.0,,,,,,,,834.0,5.0,,,,66.0,,
2561.0,,932.0,55.0,77.0,,,,,,,,,,,862.0,4.0,,,,,,
2562.0,,127.0,53.0,77.0,,,,,,,,,202.0,170.0,442.0,,,193.0,176.0,69.0,,
2563.0,595.0,127.0,55.0,77.0,908.0,,,,,,,,680.0,1002.0,789.0,5.0,,,908.0,72.0,,92.0
2564.0,,126.0,55.0,77.0,908.0,,,,968.0,,,,157.0,157.0,863.0,5.0,,,,62.0,,
2565.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2566.0,,127.0,55.0,77.0,908.0,,176.0,,,,,,,,828.0,377.0,,,,68.0,,
2567.0,,127.0,55.0,77.0,,392.0,134.0,,969.0,,,,166.0,199.0,869.0,,999.0,193.0,908.0,69.0,,
2568.0,,127.0,53.0,78.0,,,,,,,,,,,,,,,,,,92.0
2569.0,,127.0,54.0,77.0,82.0,,,,,,,,,157.0,249.0,,,,,60.0,,
2570.0,,127.0,55.0,78.0,,13.0,940.0,,972.0,,,,166.0,166.0,523.0,,,989.0,176.0,72.0,,
2571.0,,127.0,55.0,78.0,,,942.0,,,,,,,,861.0,,,,,68.0,,92.0
2572.0,,127.0,55.0,78.0,,,,,,,,,,,835.0,,,,,,,
2573.0,,127.0,55.0,77.0,908.0,,,,,,,,,,862.0,5.0,,,,,,
2574.0,,127.0,55.0,77.0,908.0,,,,,,,,,,803.0,5.0,,,,66.0,,
2575.0,,127.0,55.0,78.0,908.0,214.0,936.0,,,,,,160.0,1000.0,876.0,5.0,,,908.0,72.0,,92.0
2576.0,,127.0,55.0,78.0,,,908.0,,967.0,,,,,,,,,,,,,
2577.0,602.0,127.0,,78.0,,,,,,,,,,,,,,,,,,
2578.0,,932.0,55.0,77.0,,,,898.0,,,,,,,834.0,4.0,,,,,,
2579.0,,127.0,55.0,77.0,,,,,,,,,,,852.0,5.0,,,,,,
2580.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2581.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2582.0,,127.0,55.0,77.0,,,283.0,,,,,,,,537.0,,,,,66.0,,
2583.0,273.0,127.0,55.0,78.0,84.0,766.0,935.0,,,,,,676.0,,322.0,,,193.0,84.0,65.0,,101.0
2584.0,,127.0,,77.0,,,,,,,,,,,,6.0,,,,,,
2585.0,,127.0,55.0,77.0,,,,,,,,,162.0,,787.0,6.0,,,,64.0,,
2586.0,,127.0,55.0,77.0,908.0,,,,,,,,,725.0,789.0,5.0,,,,,,
2587.0,,127.0,55.0,78.0,,14.0,,,,,,,166.0,169.0,442.0,5.0,,,,69.0,,92.0
2588.0,,127.0,55.0,78.0,,,,,,,,,,,818.0,,,,,66.0,,92.0
2589.0,,127.0,55.0,77.0,909.0,386.0,612.0,,,,,,170.0,168.0,,,,,933.0,65.0,,
2590.0,,932.0,,77.0,,,,,,,,,,,,,,,,,,
2591.0,,932.0,,77.0,,,,,,,,,,,,,,,,,,
2592.0,,127.0,55.0,78.0,,,908.0,,961.0,,,,157.0,681.0,873.0,737.0,,991.0,908.0,72.0,,
2593.0,,932.0,55.0,78.0,,,,,,,,,,,852.0,5.0,,,,,,
2594.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2595.0,,127.0,55.0,78.0,,762.0,908.0,,,,,,,169.0,,5.0,,,908.0,65.0,,
2596.0,,127.0,53.0,78.0,,,,,,,,,,,246.0,,,,,69.0,,
2597.0,,127.0,55.0,78.0,,16.0,942.0,,964.0,,758.0,,157.0,157.0,869.0,4.0,,,,72.0,22.0,92.0
1718.0,,127.0,55.0,78.0,,18.0,283.0,,,,,,,,538.0,,,,,66.0,,
2598.0,,127.0,55.0,78.0,911.0,14.0,617.0,,947.0,,,,166.0,,538.0,,,,978.0,71.0,,
2599.0,917.0,127.0,54.0,77.0,,,,,,,,,157.0,157.0,,,,,,64.0,,101.0
2600.0,,932.0,55.0,77.0,908.0,,908.0,,,,,,,,777.0,5.0,,,,66.0,,
2601.0,,127.0,55.0,77.0,908.0,,,,,,,,,,811.0,,,,,,,
2602.0,,127.0,55.0,78.0,908.0,,,,944.0,,,,,,803.0,,,,,61.0,,
2603.0,,127.0,55.0,78.0,,,128.0,,,,,,,,52.0,,,,,259.0,,
2604.0,,127.0,55.0,77.0,908.0,,,,,,,,,,789.0,5.0,,,,61.0,,92.0
2605.0,,127.0,55.0,78.0,908.0,16.0,,,945.0,,,,161.0,169.0,537.0,210.0,,,908.0,66.0,20.0,92.0
2606.0,,932.0,55.0,77.0,,,,,,,,,,,852.0,4.0,,,,62.0,,
2607.0,,127.0,55.0,77.0,,,568.0,,,,,,,,834.0,5.0,,,,62.0,,
2608.0,,127.0,55.0,77.0,908.0,,282.0,,946.0,,,,,,249.0,,,,82.0,63.0,,
2609.0,931.0,127.0,55.0,77.0,,,,,,,,,,,,2.0,,,,,,
2610.0,,127.0,55.0,78.0,908.0,398.0,176.0,,,,,,,,533.0,,,,,62.0,223.0,
2611.0,,127.0,55.0,78.0,908.0,14.0,,,975.0,,,,160.0,725.0,803.0,,,691.0,908.0,61.0,,92.0
2612.0,,127.0,55.0,78.0,908.0,392.0,176.0,899.0,,,,,170.0,202.0,782.0,378.0,,,,68.0,,92.0
2613.0,,126.0,55.0,78.0,908.0,,908.0,900.0,,,,,157.0,157.0,,5.0,,,908.0,,,
2614.0,,127.0,53.0,77.0,,,,,,,,,,,,,,,,,,
2615.0,,127.0,55.0,78.0,,,,,,,,,,724.0,803.0,5.0,,,,66.0,,
2616.0,,127.0,55.0,78.0,,,938.0,,,,,,,,880.0,,,,,,,
2617.0,,127.0,55.0,77.0,908.0,,128.0,,,,,,,,52.0,,,,,65.0,,
2618.0,,127.0,55.0,77.0,,,,,,,,,,,442.0,,,,,69.0,,
2619.0,,127.0,55.0,78.0,,765.0,908.0,,,,,,,681.0,834.0,5.0,,993.0,,,,
2620.0,,127.0,55.0,78.0,134.0,,,,,,,,,,787.0,,,,,69.0,,
2621.0,,127.0,55.0,78.0,558.0,,612.0,,,,,,164.0,198.0,,6.0,,,558.0,68.0,,92.0
2622.0,,127.0,55.0,78.0,,,,,,,,,157.0,,864.0,4.0,,,,71.0,,
2623.0,,126.0,55.0,77.0,908.0,,908.0,,,,,,,,870.0,5.0,,981.0,908.0,259.0,,92.0
2624.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2625.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,,,850.0,5.0,,,,72.0,,
2626.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2627.0,,127.0,55.0,78.0,134.0,762.0,,,,,,,,,787.0,,,,,69.0,,
2628.0,327.0,127.0,55.0,78.0,,,176.0,,,,,,,,442.0,6.0,,,,69.0,,
2629.0,,127.0,55.0,77.0,908.0,,132.0,,958.0,,747.0,,,202.0,50.0,5.0,,,,69.0,,
2630.0,,932.0,55.0,78.0,908.0,,908.0,,,,,,,,834.0,,,,,61.0,,
2631.0,,932.0,55.0,78.0,,,,,,,753.0,,,157.0,852.0,5.0,,,,,,
2632.0,,126.0,,78.0,,,,,,,,,,,,,,,,,,
2633.0,,127.0,55.0,78.0,,762.0,134.0,,,,,,166.0,170.0,787.0,,,,,69.0,,
2634.0,123.0,127.0,55.0,77.0,,14.0,176.0,,,,,,167.0,726.0,442.0,731.0,,,176.0,66.0,21.0,92.0
2635.0,,127.0,55.0,77.0,,,132.0,,,,,,,,50.0,377.0,,,,69.0,,101.0
2636.0,,127.0,55.0,78.0,,14.0,,,,,,,,,537.0,6.0,,,,59.0,,
2637.0,,127.0,55.0,78.0,908.0,15.0,908.0,,,,,,167.0,201.0,444.0,,,,908.0,65.0,775.0,
2638.0,,127.0,55.0,78.0,908.0,,933.0,,,,,,,157.0,834.0,5.0,,,,,,
2639.0,,127.0,55.0,78.0,84.0,14.0,,,,,,,,,787.0,,,,,65.0,,265.0
2640.0,,127.0,55.0,77.0,86.0,,,,,,,,,,236.0,,,,,63.0,,
2641.0,,127.0,55.0,78.0,908.0,,176.0,,,,,,,,851.0,,,,176.0,67.0,,915.0
2642.0,,127.0,55.0,78.0,908.0,773.0,280.0,,,,,,,,236.0,,,,,71.0,,915.0
2643.0,,127.0,55.0,78.0,909.0,770.0,619.0,,,,,,,,537.0,,,,,69.0,,
2644.0,,127.0,53.0,77.0,,,,,,,,,,,442.0,,,,,69.0,,
2645.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2646.0,,127.0,55.0,77.0,908.0,,933.0,,,,,,157.0,681.0,834.0,5.0,,992.0,,,,
2647.0,,127.0,55.0,78.0,,,134.0,,,,,,,,787.0,7.0,,,,65.0,,
2648.0,,127.0,55.0,77.0,,,,897.0,,,,,,,787.0,6.0,,,,65.0,,
2649.0,,127.0,55.0,78.0,908.0,14.0,619.0,,,,,,170.0,168.0,537.0,,,193.0,619.0,72.0,,915.0
2650.0,,932.0,55.0,78.0,,,,,,,,,,,822.0,2.0,,,,,,
2651.0,,127.0,54.0,78.0,,,908.0,,,,,,157.0,157.0,538.0,,,,,,224.0,
2652.0,,127.0,55.0,78.0,908.0,14.0,128.0,,,,,,157.0,201.0,52.0,738.0,,985.0,908.0,68.0,,915.0
563.0,,127.0,54.0,78.0,84.0,,128.0,,,,,,,,52.0,,,,,,,
2653.0,,127.0,55.0,78.0,,,,,,,,,157.0,,442.0,,,,,65.0,,
2654.0,,126.0,55.0,78.0,,,,,,,,,170.0,170.0,803.0,,,,,,,
2655.0,,932.0,55.0,77.0,908.0,,908.0,,,,,,,,812.0,5.0,,,,,,94.0
2656.0,,127.0,55.0,77.0,,392.0,176.0,,,,,,170.0,202.0,442.0,,,989.0,,64.0,,
2657.0,,127.0,55.0,78.0,,,,,,,,,,,787.0,6.0,,,,72.0,,
2658.0,,127.0,55.0,77.0,,386.0,283.0,,,,,,,,878.0,,,,,64.0,,
2659.0,,127.0,55.0,77.0,,398.0,176.0,896.0,,,,,,,787.0,6.0,,,,69.0,,
2660.0,,127.0,55.0,77.0,,,,,,,,,,,878.0,,,,,65.0,,
