user_id,last_name,locale,education_type,hometown_id,education_concentration_id,location_id,first_name,work_employer_id,middle_name,education_school_id,work_with_id,education_with_id,work_end_date,work_start_date,languages_id,work_from_id,birthday,work_projects_id,work_position_id,work_location_id,education_year_id,education_degree_id,gender
1414.0,270.0,127.0,,,,,,,,,,,,,,,4.0,,,,,,
1415.0,267.0,278.0,53.0,,,,,,,226.0,,,157.0,678.0,,,209.0,,,84.0,61.0,,78.0
1416.0,110.0,127.0,55.0,84.0,385.0,,,,,538.0,,,157.0,,101.0,,3.0,,,,,,78.0
1417.0,588.0,127.0,55.0,,,,,,,,,,,157.0,,,,,,,68.0,,77.0
1418.0,277.0,278.0,55.0,,403.0,84.0,,,,536.0,,,,,,,210.0,,,,66.0,21.0,78.0
1419.0,,127.0,,,,,551.0,,,,,,,,,,,,,,,,77.0
1420.0,591.0,127.0,55.0,,425.0,618.0,,,,538.0,,,162.0,199.0,265.0,,,,699.0,84.0,66.0,,78.0
1421.0,,127.0,55.0,,14.0,133.0,,140.0,,538.0,,,,681.0,100.0,,2.0,,695.0,133.0,72.0,22.0,78.0
1422.0,,127.0,53.0,84.0,392.0,618.0,,,,52.0,,,,310.0,,,,,699.0,618.0,60.0,,78.0
1423.0,,127.0,55.0,,,84.0,,,,506.0,,,,,,,5.0,,,,61.0,,77.0
1424.0,,127.0,55.0,,419.0,138.0,,151.0,,246.0,,,168.0,168.0,,,210.0,,192.0,281.0,72.0,433.0,78.0
1425.0,110.0,278.0,55.0,,405.0,128.0,,,,52.0,,,,,,,,,,,72.0,,77.0
1426.0,,278.0,55.0,,215.0,298.0,,248.0,,230.0,,,,,574.0,,4.0,,,,62.0,,78.0
1427.0,576.0,278.0,55.0,84.0,215.0,128.0,,,,52.0,,540.0,,,,,5.0,,,,72.0,,77.0
1428.0,,278.0,55.0,84.0,14.0,84.0,,,,247.0,,,,157.0,,,2.0,,,,,,78.0
1429.0,268.0,278.0,55.0,84.0,409.0,,,,,536.0,,,,,,,7.0,,,,72.0,22.0,78.0
1430.0,,,55.0,,,128.0,,,,52.0,,,,,,,210.0,,,,63.0,,78.0
1431.0,268.0,127.0,55.0,84.0,416.0,,554.0,,,538.0,,,196.0,201.0,,,,,193.0,84.0,66.0,438.0,78.0
1432.0,,278.0,55.0,,392.0,84.0,,,,229.0,,,,,,,4.0,,,,60.0,,78.0
1433.0,,127.0,55.0,,,617.0,,140.0,,475.0,,,161.0,679.0,,,,,192.0,178.0,66.0,,77.0
1434.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1435.0,586.0,278.0,55.0,84.0,15.0,,,668.0,,522.0,,,,,,,,,,,62.0,,78.0
1436.0,273.0,127.0,,,,,550.0,,,,,,,,,,3.0,,,,,,78.0
1437.0,598.0,127.0,53.0,84.0,,,,,,538.0,,,,157.0,101.0,,,,,,69.0,,77.0
1438.0,110.0,278.0,55.0,84.0,,,,,,229.0,,,,,,,4.0,,,,62.0,,78.0
1439.0,599.0,127.0,55.0,,,,,,,,,,,,,,4.0,,,,66.0,,78.0
1440.0,,127.0,55.0,,,176.0,,538.0,,538.0,,,162.0,199.0,572.0,,5.0,,,176.0,69.0,,77.0
1441.0,576.0,126.0,,,,,,,,,,,,,,,,,,,,,77.0
1442.0,604.0,127.0,55.0,,,,,,,,,,157.0,165.0,,,,,,176.0,61.0,,77.0
1443.0,267.0,127.0,55.0,84.0,14.0,619.0,,,,537.0,,,170.0,332.0,265.0,,378.0,,691.0,,543.0,,78.0
1444.0,577.0,127.0,55.0,84.0,14.0,176.0,,640.0,,524.0,,,167.0,197.0,,,4.0,,701.0,176.0,65.0,,78.0
1445.0,,127.0,55.0,82.0,18.0,,,,,538.0,,,157.0,165.0,573.0,,,,701.0,,71.0,,77.0
1446.0,,127.0,54.0,84.0,,128.0,,,,52.0,,,,,265.0,,,,,,,,77.0
1447.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1448.0,110.0,278.0,55.0,84.0,,,,,,526.0,,,199.0,195.0,94.0,,4.0,,,,62.0,,78.0
1449.0,585.0,127.0,55.0,,,,,,,538.0,,,,,,,,,,,,,78.0
1450.0,,127.0,55.0,,14.0,,,,,538.0,,,162.0,,92.0,,5.0,,,617.0,66.0,433.0,78.0
1451.0,268.0,278.0,55.0,264.0,,264.0,,,,229.0,,,,,,,,,,,,,77.0
1452.0,,127.0,54.0,,14.0,129.0,,151.0,,249.0,,,157.0,157.0,,,,703.0,,,254.0,223.0,78.0
1453.0,110.0,278.0,55.0,84.0,390.0,609.0,,,,498.0,,,,,265.0,,,,,,69.0,,78.0
1454.0,606.0,278.0,55.0,,,84.0,,,,237.0,,,,,,,5.0,,,,61.0,,78.0
1455.0,,278.0,,,,,,,,,,,,,,,,,,,,,77.0
1456.0,273.0,127.0,55.0,,,617.0,,,,538.0,,,,,265.0,,6.0,,,,65.0,,78.0
1457.0,586.0,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,,,,,65.0,,77.0
1458.0,,127.0,55.0,,,176.0,,,,538.0,,,,,92.0,,,,,,65.0,,77.0
1459.0,110.0,278.0,55.0,84.0,,298.0,,230.0,,237.0,,,,,,,5.0,,,,,,78.0
1460.0,604.0,127.0,55.0,,14.0,,548.0,,,538.0,,,,,,,5.0,,,,61.0,,78.0
1461.0,593.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1462.0,275.0,127.0,55.0,,,619.0,,,,237.0,,,,,92.0,,4.0,,,,61.0,,78.0
1463.0,110.0,127.0,53.0,,,,,,,538.0,,,,157.0,265.0,,,,,,59.0,,77.0
1464.0,110.0,127.0,55.0,,,,,,,52.0,,,,,,,5.0,,,,72.0,,77.0
1465.0,,127.0,55.0,,14.0,,,,,538.0,,,166.0,164.0,92.0,,5.0,,189.0,133.0,69.0,22.0,78.0
1466.0,586.0,278.0,55.0,,,,,,,,,,,,,,1.0,,,,,,77.0
1467.0,110.0,127.0,55.0,560.0,426.0,,551.0,,,538.0,,,164.0,,265.0,,382.0,,185.0,,68.0,437.0,78.0
1468.0,,127.0,55.0,,15.0,,,52.0,,52.0,,,157.0,715.0,92.0,,209.0,,700.0,129.0,64.0,,78.0
1469.0,591.0,127.0,55.0,84.0,14.0,134.0,,659.0,,497.0,,,678.0,203.0,265.0,682.0,209.0,710.0,701.0,134.0,259.0,,78.0
1470.0,,127.0,55.0,84.0,,176.0,,,,538.0,,,167.0,166.0,265.0,,,,,,68.0,,78.0
1471.0,110.0,127.0,55.0,,,,,,,538.0,,,,,,,4.0,,,,69.0,,78.0
1472.0,110.0,278.0,,,,,,,,,,,,,,,,,,,,,78.0
1473.0,273.0,127.0,55.0,84.0,15.0,284.0,,248.0,,240.0,,,162.0,168.0,265.0,,5.0,,691.0,,66.0,22.0,78.0
1474.0,110.0,278.0,55.0,,,84.0,,,,,,,,,,,,,,,,,77.0
1475.0,584.0,278.0,55.0,84.0,215.0,,,,,230.0,,,,,,,5.0,,,,66.0,,77.0
1476.0,,127.0,55.0,,14.0,617.0,,,,538.0,,,170.0,202.0,,,,,,176.0,65.0,,77.0
1477.0,,127.0,53.0,,,,,,,538.0,,,,,,,,,,,66.0,,77.0
1478.0,596.0,127.0,55.0,84.0,,,,,,228.0,,,,,,,2.0,,,,66.0,434.0,77.0
1479.0,275.0,278.0,55.0,84.0,,620.0,,,,237.0,,,,,,,5.0,,,,62.0,,78.0
1480.0,,127.0,53.0,565.0,,,,,,538.0,,,,,,,,,,,72.0,,78.0
428.0,,127.0,55.0,,14.0,128.0,,52.0,,52.0,,,294.0,310.0,,,,,183.0,296.0,257.0,223.0,78.0
1481.0,,278.0,55.0,,410.0,,,,,,,,,,265.0,,6.0,,,,,,78.0
1482.0,277.0,127.0,53.0,,,,,140.0,,250.0,,,,,,,0.0,,,,257.0,,78.0
1483.0,275.0,127.0,55.0,,,,,,,538.0,,,,,,,,,,,65.0,,77.0
1484.0,273.0,127.0,55.0,,429.0,,,,,538.0,,,,,,,4.0,,,,61.0,,78.0
1485.0,,127.0,55.0,564.0,408.0,176.0,,,,538.0,,,,,,,4.0,,,,66.0,313.0,77.0
1486.0,,127.0,55.0,,14.0,128.0,,,,52.0,,,,,,,6.0,,185.0,,72.0,22.0,78.0
1487.0,110.0,127.0,55.0,84.0,427.0,128.0,,,,52.0,,,157.0,724.0,,,,,,,65.0,,77.0
1488.0,110.0,127.0,55.0,84.0,408.0,617.0,,,,538.0,,,170.0,202.0,265.0,,6.0,,691.0,84.0,65.0,,77.0
1489.0,590.0,278.0,55.0,,,84.0,,,,526.0,,,,,,,6.0,,,,64.0,,77.0
1490.0,272.0,278.0,55.0,561.0,,,,,,319.0,,,,,,,377.0,,,,66.0,,78.0
1491.0,273.0,127.0,55.0,84.0,401.0,84.0,,,,538.0,,,166.0,164.0,265.0,,,,,176.0,66.0,,78.0
1492.0,274.0,278.0,55.0,84.0,,,,,,319.0,,,,,,,4.0,,,,72.0,313.0,77.0
1493.0,,127.0,,,,138.0,,,,,,,,,,,,,,,,,77.0
1494.0,,127.0,55.0,,,617.0,,538.0,,538.0,,,,,,,,,,,,,78.0
1495.0,606.0,278.0,55.0,264.0,,264.0,,,,318.0,,,,,,,5.0,,,,62.0,,77.0
1496.0,594.0,127.0,55.0,84.0,14.0,84.0,,657.0,,536.0,,,199.0,,265.0,,209.0,,,,64.0,313.0,78.0
1497.0,584.0,127.0,55.0,298.0,386.0,134.0,,,,527.0,,,199.0,724.0,,,5.0,,193.0,,72.0,,77.0
1498.0,,127.0,54.0,,,617.0,,538.0,,,,,,,,,,,,,64.0,,77.0
1499.0,,127.0,55.0,567.0,,,,,,478.0,,,,,,,4.0,,,,66.0,,78.0
1500.0,577.0,278.0,55.0,,,,,660.0,,240.0,,,,,92.0,,377.0,,,,60.0,,78.0
1501.0,,127.0,55.0,,,176.0,,,,538.0,,,166.0,202.0,265.0,,,,,176.0,69.0,,78.0
1502.0,324.0,278.0,55.0,84.0,,,,,,248.0,,,,,,,6.0,,,,,,78.0
1503.0,581.0,278.0,55.0,,418.0,84.0,,,,237.0,,,,,265.0,,6.0,,,,64.0,,78.0
1504.0,273.0,278.0,55.0,84.0,,84.0,,671.0,,247.0,,,,196.0,265.0,,210.0,,,264.0,259.0,,78.0
1505.0,593.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1506.0,,278.0,,,,,,,,,,,,,,,5.0,,,,,,77.0
1507.0,,278.0,55.0,,,84.0,,,,525.0,,,168.0,722.0,,,1.0,,184.0,,64.0,,78.0
1508.0,607.0,278.0,,,,,,,,,,,,,,,5.0,,,,,,77.0
1509.0,268.0,127.0,53.0,,,,,,,538.0,,,,,,,5.0,,,,66.0,,77.0
1510.0,580.0,278.0,54.0,,,,,,,,,,,,,,,,,,66.0,435.0,77.0
1511.0,602.0,127.0,54.0,,14.0,,,538.0,,538.0,,,,,,,,,,,,,77.0
1512.0,,127.0,55.0,,,128.0,,,,52.0,,,,,,,,,,,259.0,,78.0
1513.0,110.0,127.0,55.0,,18.0,,,538.0,,538.0,,,,,,,,,,,,,78.0
1514.0,267.0,278.0,,,,129.0,,,,,,,,,,,1.0,,,,,,78.0
1515.0,273.0,278.0,55.0,84.0,,,,,,248.0,,540.0,,,265.0,,5.0,,,,,,77.0
1516.0,273.0,127.0,53.0,,,,,,,538.0,,,,,,,5.0,,,,,,78.0
1517.0,110.0,127.0,55.0,84.0,428.0,84.0,549.0,,,538.0,,,157.0,157.0,101.0,,,,,84.0,65.0,,78.0
596.0,,278.0,55.0,84.0,396.0,84.0,,637.0,,229.0,,,161.0,162.0,,,,,,84.0,257.0,,78.0
1518.0,,127.0,54.0,,14.0,176.0,555.0,642.0,,538.0,,,,,,,,,,,,438.0,77.0
1519.0,590.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1520.0,268.0,127.0,53.0,84.0,392.0,617.0,,,,538.0,,,,,,,210.0,,,,,,78.0
1521.0,,127.0,55.0,82.0,,,,,,446.0,,,,,,,,,,,72.0,,77.0
1522.0,596.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1523.0,267.0,127.0,,,,,357.0,,,,,,,,,,,,,,,,77.0
1524.0,277.0,127.0,55.0,,,,,,,538.0,,,,,,,,,,176.0,,,
1525.0,267.0,127.0,55.0,,,,,,,240.0,,,,,,,4.0,,,,,,78.0
1526.0,268.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1527.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1528.0,273.0,127.0,55.0,,429.0,617.0,547.0,538.0,,538.0,,,166.0,,265.0,,210.0,,,617.0,66.0,,78.0
1529.0,273.0,127.0,55.0,,14.0,611.0,,,,234.0,,,,202.0,,,210.0,,193.0,129.0,259.0,22.0,78.0
1530.0,273.0,127.0,55.0,,,,,,,538.0,,,,,,,5.0,,,,69.0,,77.0
1531.0,,127.0,55.0,,14.0,619.0,,664.0,,537.0,,,164.0,166.0,265.0,,,,,619.0,66.0,23.0,78.0
1532.0,273.0,127.0,55.0,84.0,391.0,84.0,,,,538.0,,,,,,,210.0,,,,66.0,,77.0
1533.0,,127.0,,,,138.0,,,,,,,,,92.0,,1.0,,,,,,78.0
1534.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1535.0,,127.0,55.0,,,,,,,538.0,,,,,,,,,,,69.0,,78.0
1536.0,275.0,127.0,55.0,84.0,,128.0,,151.0,,52.0,,,171.0,202.0,101.0,,7.0,,,129.0,65.0,,78.0
1537.0,,127.0,54.0,,,617.0,,,,538.0,,,,,97.0,,,,,,66.0,,77.0
1538.0,271.0,,53.0,,,,,,,483.0,,,,,,,,,,,66.0,,78.0
1539.0,110.0,127.0,55.0,,426.0,,547.0,,,538.0,,,,,,,,,,,62.0,,78.0
1540.0,269.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1541.0,275.0,278.0,55.0,,,,,671.0,,235.0,,,,,,,,,,,58.0,,78.0
641.0,273.0,278.0,55.0,,423.0,128.0,,52.0,,52.0,,,,171.0,265.0,,210.0,,,,72.0,223.0,77.0
1542.0,110.0,278.0,55.0,,,,,,,538.0,,,,170.0,,,7.0,,,,63.0,,78.0
1543.0,275.0,127.0,54.0,84.0,,129.0,,,,52.0,,,,,,,,,,,64.0,,78.0
1544.0,271.0,127.0,55.0,,,,546.0,,,538.0,,,,,,,4.0,,,,66.0,,78.0
1545.0,594.0,127.0,55.0,84.0,427.0,128.0,,,,52.0,,,,719.0,,,,,695.0,84.0,72.0,223.0,78.0
1546.0,273.0,127.0,55.0,,,,,,,,,,,,,,4.0,,,,68.0,,78.0
1547.0,590.0,127.0,55.0,84.0,417.0,,,,,538.0,,,,,,,5.0,,,,63.0,,78.0
1548.0,,127.0,55.0,,407.0,138.0,,151.0,,52.0,,,157.0,375.0,,,209.0,709.0,,129.0,62.0,,78.0
1549.0,599.0,278.0,55.0,84.0,403.0,128.0,,52.0,,52.0,727.0,,680.0,171.0,265.0,,,,700.0,84.0,67.0,223.0,78.0
1550.0,,278.0,55.0,,,84.0,,,,530.0,,,,,,,5.0,,,,61.0,,77.0
1551.0,576.0,127.0,55.0,562.0,422.0,617.0,,,,538.0,,,158.0,169.0,,,5.0,,193.0,617.0,72.0,,77.0
1552.0,594.0,127.0,55.0,567.0,14.0,617.0,,150.0,,538.0,,,162.0,168.0,,,7.0,,,617.0,65.0,,77.0
1553.0,275.0,127.0,55.0,84.0,14.0,617.0,,,,538.0,,,199.0,157.0,,,2.0,,184.0,,259.0,22.0,78.0
1554.0,275.0,127.0,55.0,84.0,417.0,84.0,,645.0,627.0,538.0,,,,,265.0,,4.0,,691.0,84.0,,,78.0
1555.0,,127.0,,,,617.0,,,,,,,,,,,,,,,,,78.0
1556.0,273.0,127.0,55.0,,,84.0,,,,,,,,157.0,,,5.0,,,,69.0,,77.0
1557.0,,127.0,55.0,84.0,425.0,617.0,,,,538.0,,,170.0,202.0,,,,,,,62.0,,78.0
1558.0,,127.0,55.0,,408.0,617.0,,538.0,,538.0,,,,723.0,,,,,,617.0,61.0,,78.0
1559.0,273.0,127.0,53.0,,217.0,,,,623.0,538.0,,,,,,,5.0,,,,66.0,,77.0
1560.0,273.0,278.0,53.0,84.0,,617.0,,,,,,,,,,,7.0,,,,59.0,,77.0
1561.0,602.0,127.0,55.0,,14.0,284.0,,,,538.0,,,,,,,,,,,66.0,22.0,78.0
1562.0,273.0,127.0,55.0,84.0,,,,631.0,,534.0,,,162.0,165.0,,,5.0,,,,66.0,,78.0
1563.0,275.0,127.0,55.0,84.0,408.0,,,,,538.0,,,,,,,,,,,66.0,,77.0
651.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1564.0,,127.0,55.0,,,,,,,538.0,,,162.0,166.0,,,5.0,,,685.0,66.0,,78.0
1565.0,590.0,127.0,55.0,561.0,218.0,128.0,,,,52.0,,,157.0,157.0,,,3.0,,185.0,,72.0,21.0,78.0
1566.0,589.0,127.0,55.0,84.0,396.0,134.0,,642.0,,445.0,,,170.0,726.0,,,,,,84.0,63.0,23.0,77.0
389.0,581.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1567.0,595.0,127.0,54.0,,14.0,,,140.0,,538.0,,,676.0,308.0,,,,,193.0,,69.0,22.0,77.0
1568.0,,127.0,55.0,,14.0,129.0,,151.0,,52.0,,,672.0,194.0,92.0,,2.0,708.0,192.0,177.0,259.0,23.0,77.0
1569.0,110.0,278.0,54.0,,,,,,,,,,,,,,,,,,,,78.0
1570.0,275.0,127.0,55.0,84.0,14.0,617.0,,,,538.0,,,,,101.0,,4.0,,,,63.0,,78.0
1571.0,268.0,278.0,55.0,,,84.0,,643.0,,538.0,,,162.0,202.0,,,,,193.0,84.0,72.0,,78.0
1572.0,273.0,127.0,55.0,,,612.0,,,,538.0,,,157.0,157.0,,,2.0,,,,71.0,,78.0
1573.0,275.0,127.0,55.0,84.0,217.0,,,,624.0,495.0,,,157.0,720.0,,,4.0,,,,68.0,,78.0
1574.0,590.0,127.0,54.0,84.0,14.0,128.0,,,,52.0,,,157.0,157.0,574.0,,,,184.0,84.0,,,78.0
1575.0,110.0,127.0,55.0,,216.0,609.0,,451.0,,451.0,,,,310.0,,,,,,,65.0,,78.0
1576.0,269.0,278.0,55.0,,,,,,,237.0,,,157.0,157.0,,,4.0,,,,62.0,,77.0
1577.0,,127.0,55.0,,392.0,617.0,,,,538.0,,,,,,,,,,,69.0,22.0,78.0
1578.0,,278.0,55.0,84.0,,,,,,237.0,,,,,,,4.0,,,,72.0,,78.0
1579.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1580.0,268.0,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,,,,,63.0,,77.0
1581.0,110.0,127.0,,,,138.0,,,,,,,,,,,,,,,,,77.0
1582.0,607.0,278.0,55.0,264.0,,264.0,,,,519.0,,,,,,,6.0,,,,61.0,,78.0
1583.0,606.0,278.0,55.0,,,,,,,320.0,,,,,,,4.0,,,,62.0,,78.0
1584.0,576.0,127.0,55.0,84.0,426.0,84.0,325.0,,554.0,538.0,,,,,,,382.0,,,,68.0,,78.0
1585.0,,127.0,55.0,,392.0,134.0,,,,538.0,,,,,,,,,,,68.0,,77.0
1586.0,,278.0,55.0,,,,,,,510.0,,,,,,,,,,,,,77.0
1587.0,,278.0,55.0,264.0,,620.0,,,,536.0,,,,,,,4.0,,,,62.0,,78.0
1588.0,,127.0,54.0,,,133.0,,538.0,,538.0,,,,,101.0,,2.0,,,,64.0,,78.0
1589.0,,127.0,55.0,84.0,392.0,84.0,,,,538.0,,,,,265.0,,5.0,,,,66.0,,77.0
1590.0,597.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1591.0,110.0,127.0,55.0,,,84.0,,,,237.0,,,,199.0,,,4.0,,,,71.0,,78.0
1592.0,268.0,127.0,54.0,84.0,,84.0,,,,226.0,,,,,,,4.0,,,,72.0,,77.0
1593.0,605.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1594.0,,127.0,55.0,,,,,,,538.0,,,,,,,6.0,,,,69.0,,77.0
1595.0,110.0,278.0,55.0,84.0,,84.0,,,,229.0,,,,,574.0,,,,,,66.0,,77.0
1596.0,600.0,278.0,55.0,,,,,230.0,,531.0,,,157.0,157.0,,,4.0,,,,62.0,,78.0
1597.0,273.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1598.0,324.0,127.0,55.0,84.0,,617.0,554.0,,,538.0,,,,,,,6.0,,,,63.0,,77.0
1599.0,273.0,127.0,54.0,84.0,217.0,134.0,,,,496.0,,,,,,,1.0,,,,,22.0,78.0
1600.0,,127.0,55.0,,417.0,84.0,,,,538.0,,,160.0,307.0,,,210.0,,,,69.0,432.0,78.0
1601.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1602.0,,127.0,54.0,,,,,,,52.0,,,,,,,,,,,59.0,,78.0
538.0,270.0,127.0,55.0,,,128.0,,52.0,,52.0,,,,,,,,,,,257.0,,78.0
1603.0,584.0,127.0,55.0,263.0,392.0,,,,,538.0,,,,,,,,,,,61.0,,78.0
1604.0,110.0,127.0,55.0,84.0,,,,,,475.0,,,,,,,,,,,,,78.0
1605.0,110.0,127.0,55.0,,,617.0,357.0,,,538.0,,,,,,,,,,,65.0,,77.0
1606.0,275.0,127.0,55.0,,393.0,,,,,489.0,,,,,,,209.0,,,,259.0,,78.0
1607.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1608.0,275.0,127.0,55.0,,,,,,,538.0,,,,721.0,,,5.0,,,,61.0,,78.0
1609.0,274.0,127.0,55.0,,15.0,617.0,,630.0,,538.0,,,157.0,157.0,,,210.0,,,,66.0,433.0,78.0
1610.0,110.0,127.0,55.0,,,,,,,538.0,,,,,265.0,,,,,,66.0,,78.0
1611.0,577.0,278.0,55.0,84.0,15.0,84.0,,,,251.0,,,,,265.0,,4.0,,,,62.0,,78.0
1612.0,578.0,127.0,55.0,,,,,,,538.0,,,,,,,5.0,,,,68.0,,77.0
1613.0,,127.0,55.0,,,,,,,538.0,,,,,,,,,,,66.0,,77.0
1614.0,267.0,127.0,55.0,565.0,,,,,,538.0,,,,,,,,,,,,,77.0
1615.0,,127.0,55.0,,14.0,618.0,,538.0,,538.0,,,168.0,201.0,573.0,,,,185.0,617.0,66.0,22.0,78.0
1616.0,,127.0,54.0,,,128.0,,,,52.0,,,,,,,210.0,,,,,,77.0
1617.0,277.0,127.0,,84.0,,,,,,,,,,,,,,,,,,,77.0
1618.0,,127.0,55.0,,395.0,,,645.0,,538.0,,,157.0,,,,,,,,63.0,,77.0
1619.0,599.0,127.0,55.0,84.0,,84.0,,,,538.0,,,,,,,5.0,,,,69.0,,77.0
1620.0,273.0,127.0,55.0,84.0,14.0,,,,,538.0,,,,,,,3.0,,,,,,78.0
1621.0,275.0,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,4.0,,,84.0,66.0,,78.0
1622.0,580.0,127.0,55.0,84.0,411.0,84.0,,,,538.0,,,157.0,157.0,265.0,,210.0,,,,69.0,,78.0
1623.0,271.0,127.0,55.0,,,,,,,538.0,,,,,,,210.0,,,,62.0,,77.0
1624.0,584.0,278.0,54.0,84.0,,84.0,,666.0,,250.0,,,681.0,681.0,265.0,,,,185.0,,62.0,21.0,78.0
1625.0,599.0,127.0,55.0,,423.0,128.0,,,,52.0,,,171.0,720.0,265.0,,,,,,257.0,223.0,78.0
1626.0,,127.0,55.0,82.0,,618.0,,,,538.0,,,,169.0,92.0,,,,699.0,618.0,72.0,,77.0
1627.0,575.0,127.0,53.0,,391.0,,,,,507.0,,,,,,,6.0,,,,63.0,,77.0
1628.0,273.0,278.0,55.0,,,,,,,247.0,,,,157.0,,,4.0,,,,69.0,,78.0
1629.0,,127.0,55.0,,218.0,,,151.0,,537.0,,,675.0,675.0,92.0,,,,701.0,,259.0,223.0,78.0
1630.0,274.0,278.0,55.0,,,,,,,238.0,,,,,,,210.0,,,,58.0,,78.0
1631.0,587.0,278.0,55.0,,,,,,,319.0,,,,,,,377.0,,,,63.0,,78.0
1632.0,110.0,278.0,55.0,,,,,636.0,,538.0,,,160.0,307.0,,,210.0,,,,62.0,,78.0
1633.0,,278.0,55.0,84.0,,84.0,,,,230.0,,,168.0,332.0,,,7.0,,,,61.0,,78.0
1634.0,586.0,278.0,55.0,,,,,,,235.0,,,,,265.0,,379.0,,,,72.0,,78.0
1635.0,607.0,278.0,55.0,84.0,,84.0,,,,230.0,,,167.0,,,,4.0,,,,71.0,,78.0
1636.0,327.0,278.0,55.0,84.0,389.0,84.0,,,,248.0,,,,157.0,,,4.0,,,,72.0,,78.0
1637.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1638.0,273.0,278.0,,,,,,,,,,,,,,,,,,,,,77.0
1639.0,273.0,127.0,55.0,,429.0,612.0,,,624.0,538.0,,,164.0,332.0,,,,,,617.0,66.0,,78.0
1640.0,,278.0,55.0,,,,,,,,,,,,,,6.0,,,,64.0,,78.0
1641.0,106.0,127.0,55.0,,14.0,,,140.0,,538.0,,,158.0,161.0,,,4.0,,,176.0,,,78.0
1642.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1643.0,110.0,127.0,53.0,,,,,,554.0,538.0,,539.0,,,,,,,,,66.0,,77.0
1644.0,594.0,127.0,55.0,,392.0,,,,,538.0,,,157.0,157.0,,,210.0,,,,58.0,,77.0
601.0,,127.0,55.0,,,128.0,554.0,,,52.0,,,,,,,0.0,,,,59.0,222.0,
1645.0,276.0,278.0,55.0,84.0,,129.0,,,,52.0,,,199.0,168.0,92.0,,3.0,,185.0,84.0,66.0,313.0,78.0
1646.0,268.0,278.0,55.0,84.0,384.0,,,,,457.0,,,,,265.0,,,,,,61.0,,78.0
1647.0,275.0,278.0,55.0,264.0,,264.0,,,,247.0,,,,,,,4.0,,,,62.0,,77.0
1648.0,595.0,127.0,55.0,,,,,151.0,,225.0,,,,717.0,,,,,,129.0,,,77.0
1649.0,589.0,278.0,55.0,84.0,,298.0,,,,318.0,,,,,,,,,,,69.0,,78.0
1650.0,,278.0,55.0,,,84.0,,140.0,,526.0,,,157.0,199.0,,,210.0,,184.0,,66.0,,78.0
1651.0,579.0,127.0,,,,84.0,,,,,,,,,,,2.0,,,,,,77.0
1652.0,275.0,127.0,55.0,,,,554.0,,622.0,475.0,,,,,,,210.0,,,,62.0,,78.0
1653.0,110.0,127.0,55.0,,417.0,84.0,,,626.0,538.0,,,,,,,,,,,62.0,,78.0
1654.0,268.0,127.0,53.0,84.0,,138.0,,,,,,,,,,,377.0,,,,,,77.0
1655.0,327.0,278.0,,,,,,,,,,,,,,,,,,,,,77.0
1656.0,,127.0,55.0,,14.0,,,140.0,,538.0,,,164.0,164.0,,,5.0,,701.0,,66.0,,78.0
1657.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1658.0,271.0,127.0,55.0,,,,,636.0,,249.0,,,,,,,4.0,,,,61.0,,78.0
1659.0,,127.0,55.0,84.0,428.0,615.0,,639.0,,538.0,,,,157.0,,,3.0,,,,69.0,,77.0
1660.0,604.0,127.0,55.0,84.0,215.0,128.0,,,,52.0,,,,,265.0,,3.0,,,,72.0,223.0,78.0
1661.0,110.0,278.0,55.0,84.0,426.0,84.0,,,,230.0,,,,,,,5.0,,,,68.0,,77.0
580.0,273.0,127.0,55.0,,,128.0,,,,52.0,,,,,,,5.0,,,,,,77.0
1662.0,110.0,127.0,53.0,,408.0,,,,,538.0,,,,,,,,,,,69.0,,77.0
1663.0,589.0,127.0,55.0,566.0,,617.0,548.0,656.0,,538.0,,,,157.0,,,,,,,66.0,,78.0
1664.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
