birthday,education_classes_id,education_concentration_id,education_degree_id,education_school_id,education_type,education_with_id,education_year_id,first_name,gender,hometown_id,languages_id,last_name,locale,location_id,middle_name,name,political,religion,user_id,work_employer_id,work_end_date,work_from_id,work_location_id,work_position_id,work_projects_id,work_start_date,work_with_id
5.0,,,,538.0,53.0,,66.0,,78.0,,,,127.0,,,,,,3161.0,,,,,,,,
5.0,,425.0,,538.0,55.0,,66.0,,77.0,,,,127.0,1142.0,,,,,3162.0,,157.0,,,,,157.0,
,,,,1040.0,55.0,,69.0,,78.0,,,,127.0,935.0,,,,,3163.0,,157.0,,935.0,,,,
,,,,538.0,54.0,,66.0,,77.0,,92.0,112.0,127.0,179.0,,,,,3165.0,,162.0,,,,,160.0,
377.0,,,,1040.0,55.0,,68.0,1080.0,78.0,935.0,,,127.0,935.0,,,,,3166.0,,,,,,,,
,,,,,,,,,77.0,,,1139.0,127.0,1142.0,,,,,3168.0,,,,,,,,
210.0,,,,538.0,55.0,,65.0,1065.0,,,,,127.0,284.0,,,,,3170.0,,,,176.0,,,,
5.0,,,,538.0,55.0,,69.0,1081.0,78.0,,,,127.0,128.0,,,,,3173.0,,,,,,,,
,,,,1040.0,55.0,,64.0,,78.0,935.0,,,127.0,,,,,,3174.0,,,,,,,,
5.0,,,,,55.0,,,,78.0,,,,1141.0,1149.0,,,,,3175.0,,,,,,,,
7.0,,394.0,,538.0,55.0,,63.0,,78.0,,,,127.0,617.0,,,,,3176.0,,,,617.0,,,,
,,,,538.0,53.0,,69.0,900.0,78.0,,,,127.0,281.0,,,,,3177.0,246.0,,,,,,,
,,,,,,,,1073.0,78.0,,,1109.0,127.0,,,,,,3180.0,,,,,,,,
,,,,,,,,,77.0,,,110.0,127.0,176.0,,,,,3184.0,,,,,,,,
5.0,,,,538.0,53.0,,66.0,,78.0,,,,127.0,,,,,,3186.0,,,,,,,,
6.0,,,,538.0,54.0,,69.0,,78.0,,,,127.0,,,,,,3187.0,,,,,,,,
1004.0,,392.0,,538.0,55.0,,72.0,,78.0,,,,127.0,176.0,,,,,3189.0,,,,,,,,
,,,,538.0,55.0,,69.0,1080.0,78.0,1093.0,,,127.0,617.0,,,,,3192.0,,,,,,,,
5.0,,,,322.0,55.0,,,,78.0,,,,127.0,935.0,,,,,3193.0,,,,,,,,
,,,,1023.0,53.0,,72.0,,78.0,,98.0,,127.0,,,,,,3194.0,,,,,,,,
5.0,,394.0,,1040.0,55.0,,64.0,,77.0,,572.0,,127.0,935.0,,,,,3195.0,,294.0,,,,,201.0,
5.0,,400.0,,538.0,55.0,,69.0,,78.0,1092.0,,,127.0,617.0,,,,,3196.0,,158.0,,,193.0,,310.0,
377.0,,,,1053.0,55.0,,,,77.0,,,1106.0,127.0,,,,,,3197.0,,,,,,,,
6.0,,,,538.0,55.0,,69.0,,77.0,1087.0,,,127.0,685.0,,,,,3198.0,,,,,,,,
,,,,,55.0,,63.0,,77.0,1098.0,572.0,1135.0,127.0,,,,,,3200.0,,,,,1167.0,,307.0,
,,,,322.0,55.0,,64.0,,77.0,935.0,,,127.0,,,,,,3202.0,,157.0,,,,,,
1004.0,,400.0,,538.0,55.0,,69.0,,77.0,,,,127.0,,,,,,3203.0,,,,,,,,
5.0,,,,504.0,55.0,,72.0,1074.0,78.0,1087.0,,,127.0,,,,,,3204.0,246.0,,,,185.0,,201.0,
,,388.0,,538.0,55.0,,69.0,,78.0,,101.0,,127.0,176.0,,,,,3205.0,538.0,166.0,,176.0,,,201.0,
,,,,538.0,55.0,,65.0,,78.0,,,,127.0,617.0,,,,,3206.0,,,,,,,,
377.0,,,,538.0,55.0,,63.0,1079.0,78.0,,,,127.0,,,,,,3207.0,,,,,,,,
,,,,538.0,53.0,,72.0,,77.0,,,,127.0,,,,,,3208.0,538.0,157.0,,,,,157.0,
,,,,538.0,55.0,,,,77.0,,,,127.0,176.0,,,,,3209.0,,,,,,,,
7.0,,,,538.0,55.0,,69.0,,77.0,,572.0,,127.0,,,,,,3210.0,,170.0,,,,,164.0,
6.0,,,,538.0,53.0,,69.0,1075.0,78.0,,,,127.0,176.0,,,,,3212.0,,,,176.0,,,,
,,,,1040.0,55.0,,,621.0,78.0,935.0,,581.0,127.0,935.0,,,,,3213.0,1155.0,,,935.0,,,164.0,
,,412.0,,538.0,55.0,,72.0,,78.0,,,,127.0,,,,,,3214.0,,166.0,,176.0,,,199.0,
,,,,1053.0,55.0,,69.0,,78.0,1091.0,,1121.0,127.0,,,,,,3216.0,,170.0,,,,,,
6.0,,,,538.0,55.0,,69.0,,78.0,,,,127.0,,,,,,3219.0,1158.0,676.0,,,,,675.0,
1003.0,,,,322.0,53.0,,,,78.0,935.0,,1133.0,127.0,935.0,,,,,3220.0,,,,,,,,
,,429.0,,538.0,55.0,,72.0,621.0,78.0,,92.0,,127.0,,,,,,3221.0,,170.0,,617.0,,,201.0,
5.0,,14.0,,538.0,55.0,,66.0,,78.0,,,,127.0,,,,,,3222.0,538.0,164.0,,617.0,,,199.0,
6.0,,,,538.0,55.0,,64.0,900.0,78.0,,,,127.0,617.0,,,,,3223.0,,,,,,,,
,,428.0,,538.0,55.0,,66.0,,78.0,,,,127.0,176.0,,,,,3225.0,,,,,,,,
6.0,,,,,,,,,78.0,,,,127.0,1144.0,,,,1154.0,3226.0,,,,,,,,
,,,,,,,,900.0,78.0,935.0,,,127.0,935.0,,,,,3227.0,,,,,,,,
7.0,756.0,,,1050.0,55.0,,65.0,1075.0,78.0,935.0,,,127.0,935.0,,,,,3229.0,,,,,,,,
,,,,1037.0,55.0,,68.0,,78.0,935.0,,,127.0,,,,,,3231.0,,,,,,,,
,,,,322.0,53.0,,69.0,1067.0,78.0,,92.0,1125.0,127.0,935.0,,,,,3232.0,1162.0,157.0,,,,,,
5.0,,,,538.0,55.0,,66.0,1068.0,78.0,,,,127.0,,,,,,3233.0,,,,,,,199.0,
4.0,,,,1040.0,55.0,,66.0,,78.0,,,1112.0,127.0,935.0,,,,,3234.0,,157.0,,,,,157.0,
4.0,,,,538.0,53.0,,,,77.0,,,,127.0,,,,,,3235.0,,,,,,,,
,,412.0,,538.0,55.0,,69.0,,78.0,,,,127.0,617.0,,,,,3236.0,,,,,,,,
4.0,,,,322.0,55.0,,66.0,,78.0,935.0,,,127.0,,,,,,3237.0,,,,,,,,
,,,,1040.0,55.0,,65.0,,78.0,,,,127.0,935.0,,,,,3238.0,,,,,,,,
,,,,538.0,55.0,,65.0,,77.0,,,,127.0,617.0,,,,,3239.0,,,,,,,,
6.0,,,,538.0,55.0,,59.0,,77.0,,,,127.0,617.0,,,,,3240.0,,166.0,,617.0,,,166.0,
6.0,,,,538.0,55.0,,69.0,1077.0,77.0,,,,127.0,,,,,,3242.0,,,,,,,157.0,
6.0,,,,322.0,55.0,,68.0,,77.0,935.0,,,127.0,935.0,,,,,3243.0,,,,935.0,,,197.0,
7.0,,,,538.0,55.0,,65.0,,77.0,,,,127.0,,,,,,3244.0,,,,,,,,
6.0,,,,538.0,53.0,,72.0,,78.0,,,,127.0,940.0,,,,,3246.0,,,,,,,,
6.0,,,,538.0,55.0,,64.0,,78.0,,95.0,,127.0,617.0,,,,,3247.0,1161.0,,,,,,,
5.0,,,,538.0,55.0,,69.0,1081.0,78.0,,,,127.0,,,,,,3249.0,,,,,,,,
5.0,,,,,55.0,,72.0,,78.0,,,,127.0,,,,,,3250.0,,,,,,,,
,,,,538.0,55.0,,69.0,,77.0,,,,127.0,,,,,,3255.0,,,,,,,,
,756.0,,,538.0,55.0,,69.0,,78.0,,,,127.0,,,,,,3256.0,,,,,,,,
6.0,,,,322.0,55.0,,65.0,,78.0,935.0,,,127.0,935.0,,,,,3257.0,,157.0,,,1166.0,,157.0,
6.0,,215.0,,538.0,55.0,,69.0,,78.0,,,,127.0,,,,,,3259.0,,,,,,,,
4.0,,,,,,,,1083.0,77.0,,,,127.0,1142.0,,,,,3260.0,,,,,,,,
5.0,,,,538.0,55.0,,66.0,,77.0,,,,127.0,,,,,,3261.0,,,,,,,170.0,
4.0,,428.0,,538.0,55.0,,,1071.0,78.0,,,,127.0,,,,,,3262.0,,,,,,,,
6.0,,,,538.0,53.0,,72.0,,78.0,,,,127.0,617.0,,,,,3263.0,,,,,,,,
6.0,,398.0,,538.0,55.0,,72.0,621.0,78.0,,,,127.0,617.0,,,,,3264.0,,158.0,,,,,310.0,
6.0,,,,538.0,53.0,,,1084.0,78.0,1088.0,,,127.0,617.0,,,,,3265.0,,,,,,,,
,,,,1020.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3266.0,,,,,,,,
,,,,538.0,55.0,,69.0,,77.0,176.0,1102.0,,127.0,176.0,,,,,3267.0,,,,,,,,
,,,,1037.0,55.0,,69.0,,78.0,,,,127.0,935.0,,,,,3269.0,,,,,,,,
,,,,,55.0,,,,78.0,176.0,,1104.0,127.0,176.0,,,,,3270.0,,,,,,,,
,,,,,55.0,,62.0,1063.0,78.0,,,1107.0,127.0,,,,,,3271.0,,,,,,,,
210.0,,428.0,,538.0,55.0,,58.0,,77.0,,,,127.0,,,,,,3272.0,,158.0,,,193.0,,199.0,
,,392.0,,538.0,54.0,,72.0,,78.0,,,,127.0,,,,,,3273.0,,,,,,,,
,,,,538.0,55.0,,72.0,,77.0,,,,127.0,,,,,,3275.0,,,,,,,,
,,,,538.0,55.0,,69.0,,78.0,,,,127.0,617.0,,,,,3276.0,,,,,,,,
210.0,,,,538.0,53.0,,,,78.0,,,1138.0,127.0,,,,,,3277.0,,,,,,,157.0,
7.0,,,,538.0,55.0,,65.0,,77.0,1094.0,,,127.0,617.0,,,,,3279.0,,,,,,,,
5.0,,399.0,,538.0,55.0,,66.0,,77.0,,95.0,,127.0,612.0,,,,,3280.0,,,,,,,166.0,
210.0,,,,,55.0,,,,78.0,,,,127.0,,,,,,3281.0,,,,,,,,
,,,,52.0,55.0,,69.0,,78.0,,,,127.0,,,,,,3282.0,,,,,,,,
,,,,52.0,55.0,,66.0,,78.0,,92.0,,127.0,,,,,,3283.0,,,,,,,,
6.0,,1014.0,,322.0,55.0,,72.0,,78.0,935.0,102.0,,127.0,935.0,,,,,3284.0,,,,,,,,
4.0,,,,1040.0,55.0,,66.0,,78.0,935.0,,,127.0,,,,,,3286.0,,,,,,,,
,,,,,55.0,,,,77.0,,,,127.0,,,,,,3288.0,,,,,,,157.0,
,,13.0,,52.0,54.0,,,,78.0,,,,127.0,,,,,,3290.0,,,,,,,,
6.0,,392.0,,538.0,55.0,,72.0,,77.0,,1102.0,,127.0,176.0,,,,,3291.0,,157.0,,,,,202.0,
7.0,,,,1058.0,55.0,,65.0,1072.0,78.0,935.0,92.0,,127.0,1144.0,,,,,3293.0,,164.0,,1144.0,,,,
5.0,,,,,,,,,78.0,,,1111.0,127.0,,,,,,3294.0,,,,,,,,
6.0,,1010.0,,538.0,55.0,,69.0,,78.0,,1102.0,,126.0,617.0,,,,,3296.0,,,,,,,,
,,,,538.0,55.0,,69.0,1063.0,78.0,,,,127.0,,,,,,3297.0,,,,,,,,
,,,,538.0,53.0,,,,78.0,,,,126.0,,,,,,3298.0,,,,,,,,
6.0,,,,538.0,55.0,,72.0,,77.0,,,1106.0,127.0,,,,,,3299.0,,,,176.0,,,,
5.0,,,,322.0,55.0,,72.0,,78.0,,,,127.0,,,,,,3300.0,,,,,,,,
,,,,538.0,55.0,,66.0,,78.0,,,,127.0,,,,,,3302.0,,,,,,,,
,,,,322.0,55.0,,,,78.0,935.0,,,127.0,134.0,,,,,3303.0,,,,,,,,
6.0,,217.0,,538.0,55.0,,72.0,,78.0,,,268.0,127.0,,,,,,3304.0,,,,,,,,
5.0,,,,538.0,55.0,,64.0,,78.0,1094.0,,,126.0,,,,,,3305.0,,,,,,,,
5.0,,,,538.0,55.0,,61.0,,77.0,,,,127.0,,,,,,3306.0,,,,,,,,
,,,22.0,538.0,55.0,,72.0,,78.0,,,,127.0,,,,,,3307.0,,,,,,,,
,,215.0,,538.0,55.0,,66.0,,78.0,,,,127.0,,,,,,3308.0,,157.0,,,,,157.0,
7.0,,762.0,,,55.0,,65.0,,77.0,,98.0,,127.0,,,,,,3310.0,,170.0,,,,,199.0,
,,,,1017.0,55.0,,65.0,,78.0,,,,127.0,,,,,,3311.0,,,,,,,,
5.0,,,,538.0,55.0,,69.0,621.0,78.0,,101.0,,127.0,685.0,,,,,3313.0,,170.0,,,,,202.0,
7.0,,392.0,,52.0,55.0,,65.0,,77.0,,,,126.0,128.0,,,,,3314.0,,,,,,,,
4.0,,,,322.0,55.0,,66.0,,78.0,,,,127.0,935.0,,,,,3315.0,,,,,,,,
7.0,,,,538.0,55.0,,65.0,,78.0,1088.0,,,127.0,,,,,,3316.0,,,,,,,157.0,
,,,,1037.0,55.0,,69.0,,78.0,935.0,92.0,,127.0,,,,,,3317.0,,,,,,,,
,,,,52.0,55.0,,,,77.0,,,,127.0,,,,,,3318.0,,,,,,,,
7.0,,14.0,,538.0,55.0,,65.0,,78.0,,92.0,,127.0,617.0,,,,,3319.0,140.0,166.0,,133.0,,,202.0,
,,1010.0,,538.0,55.0,,69.0,,77.0,,,,127.0,,,,,,3321.0,1164.0,,,,,,,
4.0,,392.0,,225.0,55.0,,66.0,,78.0,,,,127.0,284.0,,,,,3322.0,,,,,,,157.0,
5.0,,,,538.0,55.0,,69.0,1063.0,78.0,,,,127.0,,,,,,3323.0,,,,,,,,
5.0,,,22.0,322.0,54.0,,543.0,,77.0,,,,127.0,935.0,,,,,3324.0,,,,,,,,
7.0,,,,52.0,55.0,,,,78.0,1095.0,,,126.0,128.0,,,,,3325.0,,,,,,,,
7.0,,,,538.0,55.0,,,,77.0,,,,127.0,617.0,,,,,3326.0,,,,617.0,,,157.0,
4.0,,,,538.0,55.0,,69.0,,78.0,,,,127.0,,,,,,3327.0,,162.0,,1165.0,193.0,,160.0,
,,392.0,,538.0,55.0,,72.0,,78.0,,,,127.0,176.0,,,,,3329.0,,,,,,,,
,,1010.0,,538.0,55.0,,69.0,,77.0,,90.0,,127.0,176.0,,,,,3331.0,,157.0,,176.0,,,169.0,
,,,,1037.0,55.0,,66.0,,78.0,935.0,572.0,,127.0,,,,,,3333.0,,,,,,,,
,,392.0,,538.0,55.0,,,,77.0,,,,127.0,138.0,,,,,3334.0,,,,,,,,
,,,,,53.0,,69.0,,78.0,,913.0,,,138.0,,,,,3338.0,,,,,,,,
,,,,,53.0,,,,78.0,,,,127.0,935.0,,,,,3339.0,,157.0,,935.0,,,157.0,
5.0,,14.0,,538.0,55.0,,72.0,,78.0,,92.0,,127.0,940.0,,,,,3340.0,,166.0,,617.0,,,169.0,
6.0,,762.0,,538.0,55.0,,72.0,,77.0,,,,127.0,685.0,,,,,3341.0,,,,,,,,
,,385.0,,538.0,55.0,,62.0,,78.0,,,,127.0,179.0,,,,,3343.0,,,,,,,718.0,
377.0,,1010.0,,538.0,55.0,,63.0,,77.0,,,,127.0,617.0,,,,,3344.0,,170.0,,617.0,,,202.0,
,,1010.0,,538.0,55.0,,72.0,,77.0,1095.0,,,127.0,685.0,,,,,3345.0,,,,,,,,
,,,,,,,,1072.0,78.0,,,1131.0,127.0,,,,,,3347.0,,,,,,,,
,,,,,53.0,,64.0,,78.0,935.0,913.0,,127.0,1144.0,,,,,3348.0,,,,,,,,
,,395.0,,538.0,55.0,,72.0,,78.0,176.0,572.0,,127.0,,,,,,3349.0,538.0,168.0,,,193.0,,197.0,
5.0,,,,538.0,55.0,,68.0,,78.0,,,1109.0,127.0,,,,,,3350.0,,,,,,,199.0,
5.0,,,,,55.0,,69.0,,77.0,,,,127.0,176.0,,,,,3351.0,,,,,,,,
,,,,,53.0,,64.0,,78.0,1097.0,1102.0,,127.0,1151.0,,,,,3352.0,,,,,,,,
,,,,,55.0,,,,78.0,,,1135.0,127.0,612.0,,,,,3354.0,,,,,,,,
,,,,538.0,55.0,,,1079.0,78.0,,,1126.0,127.0,,,,,,3355.0,,,,,,,,
,,,,,55.0,,65.0,,77.0,,,,127.0,,,,,,3356.0,,,,,,,,
377.0,,,,538.0,55.0,,63.0,,77.0,,,,126.0,,,,,,3359.0,,,,,,,,
6.0,,,,538.0,54.0,,68.0,1085.0,77.0,,,,127.0,,,,,,3360.0,,,,,,,,
6.0,,14.0,22.0,538.0,55.0,,72.0,,78.0,617.0,,,127.0,,,,,,3361.0,,,,,,,169.0,
7.0,,,,1040.0,55.0,,,,78.0,935.0,,,127.0,,,,,,3362.0,,,,,,,,
6.0,,,,1040.0,55.0,,72.0,,78.0,935.0,,581.0,127.0,138.0,,,,,3363.0,,,,,,,,
1004.0,,,,1040.0,55.0,,65.0,1065.0,78.0,,,,127.0,935.0,,,,,3364.0,,,,,,,,
,,395.0,,538.0,53.0,,72.0,,77.0,,,,127.0,,,,,,3365.0,,,,,,,169.0,
,,,,538.0,55.0,,68.0,,78.0,,,,127.0,,,,,,3366.0,,,,,,,,
4.0,,,,,53.0,,,,77.0,,,,127.0,,,,,,3367.0,,,,,,,157.0,
,,,,52.0,55.0,,64.0,1074.0,78.0,129.0,,1108.0,127.0,,,,,,3368.0,,,,,,,,
6.0,,,,538.0,55.0,,69.0,1077.0,77.0,,,,127.0,,,,,,3369.0,,,,,,,,
377.0,,215.0,,538.0,55.0,,68.0,1065.0,78.0,,,,127.0,617.0,,,,,3371.0,,,,,,,,
210.0,,1009.0,,538.0,55.0,,59.0,,78.0,,,,127.0,,,,,,3373.0,,,,,,,,
4.0,,,,538.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3374.0,,,,,,,,
,,,,538.0,54.0,,69.0,,78.0,,,,127.0,,,,,,3375.0,,157.0,,,,,,
,,1007.0,,538.0,55.0,,64.0,,77.0,,,,127.0,,,,,,3378.0,,,,,,,,
,,,,538.0,55.0,,69.0,,77.0,,,,127.0,,,,,,3379.0,,,,,,,,
5.0,,,,538.0,53.0,,66.0,,77.0,,,,127.0,935.0,,,,,3381.0,1155.0,,,935.0,,,,
,,,,52.0,55.0,,68.0,,78.0,,,,127.0,128.0,,,,,3382.0,,,,,,,,
7.0,,215.0,,538.0,55.0,,65.0,,78.0,1095.0,,,127.0,617.0,,,,,3383.0,,157.0,,1165.0,,,157.0,
,,,,1046.0,55.0,,65.0,,78.0,935.0,,,127.0,,,,,,3384.0,,157.0,,,,,157.0,
,,,,538.0,55.0,,69.0,,77.0,1093.0,,,127.0,,,,,,3385.0,140.0,,,,,,,
,,1010.0,,538.0,55.0,,66.0,,78.0,,,,127.0,935.0,,,,,3386.0,,157.0,,,,,,
,,,,1040.0,55.0,,,1079.0,78.0,,,,127.0,935.0,,,,,3387.0,,,,,,,,
5.0,,,,1037.0,55.0,,61.0,,78.0,935.0,,,127.0,281.0,,,,,3388.0,,,,,,,,
,,,,538.0,54.0,,69.0,,,,,,127.0,,,,,,3389.0,,,,,,,,
5.0,,,,1040.0,55.0,,61.0,,78.0,935.0,,,127.0,,,,,,3390.0,,,,,,,,
377.0,,,,538.0,55.0,,63.0,,77.0,283.0,,,127.0,,,,,,3391.0,,,,176.0,,,,
6.0,,,,1050.0,55.0,,,,77.0,935.0,,1114.0,127.0,,,,,,3392.0,,,,,,,,
7.0,,,,1037.0,55.0,,65.0,,77.0,935.0,572.0,1138.0,127.0,1143.0,,,,,3394.0,1160.0,170.0,,935.0,,,202.0,
,,428.0,,538.0,55.0,,72.0,,78.0,,,,127.0,,,,,,3395.0,,,,,,,,
6.0,,400.0,,538.0,55.0,,69.0,,78.0,176.0,,1103.0,127.0,176.0,,,,,3397.0,,,,,,,,
,,14.0,,,55.0,,64.0,,78.0,,,,127.0,617.0,,,,,3398.0,538.0,,,617.0,,,168.0,
6.0,,,,1058.0,55.0,,66.0,,77.0,935.0,913.0,,127.0,,,,,1154.0,3399.0,,,,,,,,
,,,,1055.0,55.0,,68.0,,78.0,935.0,,1112.0,127.0,935.0,,,,,3400.0,,157.0,,,,,157.0,
6.0,,,,1034.0,55.0,,64.0,1065.0,78.0,1099.0,,,127.0,1152.0,,,,,3401.0,,,,,,,,
5.0,,,,538.0,55.0,,66.0,,78.0,,,1131.0,127.0,176.0,,,,,3403.0,,,,,,,,
,,402.0,,538.0,55.0,,,,78.0,,,,127.0,617.0,,,,,3404.0,,157.0,,,,,168.0,
,,,,,,,,1085.0,77.0,,,1126.0,127.0,,,,,,3406.0,,,,,,,,
5.0,,14.0,22.0,538.0,55.0,,66.0,,78.0,,,,127.0,,,,,,1726.0,140.0,166.0,,176.0,,,199.0,
377.0,,,,538.0,55.0,,68.0,,78.0,,,,127.0,617.0,,,,,3410.0,,,,,,,,
,,385.0,,538.0,55.0,,69.0,,78.0,,,,127.0,,,,,,3411.0,538.0,170.0,,617.0,185.0,,202.0,
,,,,,,,,1066.0,77.0,,,,127.0,617.0,,,,,3412.0,,,,,,,,
,,,,,55.0,,543.0,,78.0,,92.0,,127.0,281.0,,,,,3413.0,,,,,,,,
,,,,1058.0,55.0,,72.0,,77.0,935.0,,,127.0,935.0,,,,,3414.0,,,,,,,,
,,,,538.0,55.0,,61.0,,77.0,,1102.0,,127.0,176.0,,,,,3415.0,,,,,,,,
,,,,,,,,892.0,77.0,935.0,,1116.0,127.0,,,,,,3417.0,,,,,,,,
6.0,,,,538.0,53.0,,,1085.0,77.0,,,,127.0,,,,,,3418.0,,,,,,,,
5.0,,,,538.0,55.0,,69.0,,78.0,,,1115.0,127.0,,,,,,3419.0,,,,,,,,
,,425.0,,538.0,55.0,,72.0,,78.0,,572.0,1139.0,127.0,,,,,,3420.0,,,,,,,199.0,
,,,,475.0,55.0,,72.0,,77.0,,1102.0,,127.0,685.0,,,,,3422.0,,201.0,,,,,,
,,14.0,,538.0,54.0,,,,78.0,,,,127.0,176.0,,,,,3424.0,,,,,,,,
6.0,,,,1034.0,55.0,,69.0,,77.0,1099.0,,,127.0,176.0,,,,,3425.0,,,,,,,,
5.0,,1014.0,,1040.0,55.0,,72.0,,78.0,935.0,102.0,1122.0,127.0,1147.0,,,,,3426.0,,170.0,,935.0,1166.0,,202.0,
6.0,,,,1043.0,55.0,,69.0,,78.0,1099.0,572.0,,127.0,1152.0,,,,,3427.0,,,,,,,,
5.0,,,,1036.0,55.0,,72.0,1080.0,78.0,935.0,,,127.0,612.0,,,,,3430.0,,157.0,,,,,307.0,
6.0,,395.0,,538.0,55.0,,72.0,,77.0,,98.0,,127.0,176.0,,,,,3431.0,,,,,,,,
,,14.0,22.0,538.0,55.0,,65.0,,78.0,1094.0,,,127.0,617.0,,,,,3432.0,538.0,,,,,,196.0,
7.0,,398.0,,,53.0,,,,77.0,935.0,,,127.0,,,,,,3433.0,,,,,,,,
,,,,538.0,53.0,,,,78.0,617.0,,,127.0,617.0,,,,,3434.0,,,,,,,,
7.0,,,,1040.0,55.0,,65.0,1068.0,78.0,,,,127.0,935.0,,,,,3435.0,,,,,,,,
6.0,,,,1040.0,55.0,,64.0,,78.0,,94.0,,127.0,,,,,,3436.0,,,,,,,,
5.0,,,,533.0,55.0,,66.0,,78.0,908.0,,,127.0,610.0,,,,,1913.0,,,,,,,725.0,
7.0,,,,787.0,55.0,,65.0,,78.0,903.0,,,127.0,,,,,,1914.0,,,,,,,,
5.0,,,,827.0,55.0,,72.0,,78.0,908.0,914.0,,932.0,907.0,,,,,1917.0,,,,,,,,
5.0,,,,803.0,55.0,,66.0,,77.0,,,,127.0,902.0,943.0,,,,1918.0,,,,,,,166.0,
,,,,,,,,892.0,77.0,,,595.0,127.0,,,,,,1919.0,,,,,,,,
,,,,50.0,55.0,,72.0,,77.0,,,,127.0,,,,,,1921.0,,,,,,,,
210.0,,14.0,,442.0,55.0,,69.0,,78.0,,101.0,,127.0,176.0,,,,,1922.0,,166.0,,176.0,189.0,,201.0,
,,,,460.0,55.0,,62.0,,78.0,,,,127.0,176.0,,,,,1923.0,,,,,,,,
7.0,,,,864.0,55.0,,,,78.0,908.0,,,127.0,,,,,,1924.0,,,,,,,,
,,,,789.0,55.0,,,,77.0,,,,127.0,908.0,,,,,1925.0,958.0,,,,,,,
,,,,444.0,55.0,,63.0,,77.0,908.0,,,127.0,176.0,,,,,1926.0,970.0,,,,,,157.0,
377.0,,,,,,,,,77.0,134.0,,,127.0,134.0,,,,,1927.0,,,,,,,,
377.0,,,,787.0,55.0,,66.0,,77.0,,,,127.0,,,,,,1928.0,,,,,,,,
5.0,,,,834.0,55.0,,61.0,,77.0,,,,126.0,,,,,,1929.0,,202.0,,,,,200.0,
,,394.0,,504.0,55.0,,69.0,,78.0,903.0,,,127.0,134.0,,,,,1931.0,,,,,,,,
4.0,,766.0,22.0,533.0,55.0,,69.0,,78.0,,,,127.0,134.0,,,,,1932.0,,,,,,,,
6.0,,,,442.0,55.0,,69.0,,78.0,,,602.0,127.0,,,,,,1933.0,,,,,,,,
,,,,442.0,55.0,,,,78.0,,,,127.0,176.0,,,,,1934.0,,,,,,,,
,,394.0,,787.0,55.0,,69.0,,77.0,,,,127.0,,,,,,1935.0,,,,,,,,
,,392.0,,442.0,55.0,,69.0,,78.0,,,,127.0,,,,,,1936.0,,,,,,,,
,,,,442.0,55.0,,59.0,,78.0,,,,127.0,,,,,,1937.0,,,,,,,,
5.0,,,,834.0,55.0,,,,77.0,,,,127.0,568.0,,,,,1938.0,,,,,,,157.0,
2.0,,427.0,,879.0,55.0,,65.0,,78.0,911.0,,,127.0,,,,,,1939.0,,,,,,,,
,,,,869.0,55.0,,66.0,,77.0,,915.0,,127.0,,,,,,1940.0,,,,,,,166.0,
5.0,,215.0,,879.0,55.0,883.0,69.0,,78.0,908.0,,,127.0,176.0,,,,,1941.0,,,,,,,,
6.0,,,,863.0,55.0,,66.0,,77.0,908.0,,,932.0,,,,,,1942.0,,157.0,,908.0,,,201.0,
5.0,746.0,15.0,21.0,834.0,55.0,,,,78.0,908.0,914.0,,127.0,,,,,,1943.0,,169.0,,908.0,,,1002.0,
736.0,,416.0,20.0,444.0,55.0,,258.0,,77.0,,,,127.0,908.0,,,,,1944.0,957.0,157.0,,977.0,,,157.0,
,,394.0,,798.0,55.0,,,,77.0,,,,127.0,,,,,,1945.0,947.0,157.0,,978.0,,,157.0,
5.0,,,,852.0,55.0,,888.0,,78.0,,,,932.0,,,,,,1946.0,,,,,,,,
,,427.0,22.0,52.0,55.0,,68.0,,78.0,,,,127.0,128.0,,,,,1947.0,52.0,157.0,,,699.0,,162.0,
,757.0,766.0,,851.0,55.0,,64.0,,78.0,908.0,,,127.0,,,,,,1948.0,,,,,,,,
,,16.0,,861.0,55.0,,66.0,,77.0,,92.0,,127.0,176.0,,,,,1949.0,,170.0,,,,,168.0,
7.0,,,,481.0,55.0,,65.0,,77.0,,,,127.0,134.0,,,,,1951.0,,157.0,,134.0,,,157.0,
5.0,,,,803.0,55.0,,,,78.0,908.0,,,932.0,908.0,,,,,1953.0,,,,,,,,
210.0,,398.0,,461.0,55.0,,66.0,,77.0,,,,127.0,,,,,,1954.0,,,,,,,,
6.0,,,,239.0,55.0,,65.0,,78.0,,,,127.0,283.0,,,,,1955.0,958.0,,,,,,,
,,,,,54.0,,72.0,,78.0,82.0,,,127.0,176.0,,,,,1956.0,,,,,,,,
6.0,,,,787.0,55.0,,69.0,,78.0,,,,127.0,,,,,,1957.0,,,,,,,,
5.0,,216.0,22.0,52.0,55.0,,72.0,,78.0,904.0,92.0,,127.0,128.0,,,,,1959.0,,,,,,,,
,,416.0,,442.0,55.0,,69.0,,77.0,,265.0,,127.0,176.0,,,,,1960.0,973.0,166.0,,176.0,,,199.0,
5.0,,,,803.0,55.0,,,,78.0,,,,932.0,902.0,,,,,1962.0,,157.0,,,,,157.0,
,,,,,53.0,,,,77.0,908.0,,,127.0,,,,,,1963.0,,,,,,,,
