x1,x2
1205,1124
1584,1024
1175,1600
1191,932
1669,997
1243,1191
1623,1689
1559,1330
1246,1569
1528,1637
1408,538
1555,1579
1209,1431
1710,1110
1613,1388
1798,1371
896,483
1191,1195
1511,1174
1504,1630
1872,1655
1352,980
1741,1380
1378,1733
1652,1367
1617,1491
1409,1868
1783,1451
993,1117
1079,1750
897,1530
1067,1591
1509,1416
1142,962
1125,1124
1080,1844
1272,947
1452,1787
1420,1819
1757,1730
1227,1628
1390,983
353,606
1621,1329
1040,1619
1819,1367
526,1519
526,1416
1833,993
1391,1101
1342,939
969,1824
1391,993
1488,1205
1576,1257
968,1343
1221,1472
1559,980
1689,1539
1449,1839
1322,1347
1663,927
1115,1872
1282,1166
1750,1291
1396,1382
1810,999
1845,1124
1132,1559
1668,1714
1873,1591
980,1775
475,580
1722,1086
1217,1366
1622,1107
951,973
1205,906
1866,1567
1048,1768
1122,1692
1547,1238
1036,1322
1556,1810
978,1663
1227,1591
1334,1818
1192,1115
1669,1520
1752,1735
1488,1833
966,1665
1671,1829
1482,1109
1311,420
1113,580
1574,580
976,1878
1423,1104
1192,1502
1796,993
1407,1557
1042,1052
1752,1049
1128,1126
651,1408
1389,1222
1350,1628
1029,1598
1584,1547
921,1376
1590,1434
1449,1352
1675,1735
1774,1376
1646,1035
1432,1438
1620,1470
983,1163
1184,1827
1576,1862
1184,1509
1610,1608
1839,1683
1390,1584
896,1790
1780,1702
1783,1444
1516,1272
1861,1038
1534,1674
1688,1689
1330,1772
1849,1184
363,1358
1136,1307
966,1291
1843,1123
1895,938
1791,1048
1373,1828
1523,1390
1714,1086
1239,1644
903,1468
1659,1520
1617,1886
1845,1551
1746,1391
1512,606
1898,1006
1735,1804
1399,1416
1376,1663
1305,1272
960,1390
1707,1361
1309,1454
1059,1180
965,1299
1041,1681
1813,1833
1570,1191
1754,1056
1893,1783
1547,1351
1483,1570
1504,1299
960,1879
1366,1152
1742,1066
964,1783
1528,1049
1377,1639
980,1554
1361,1584
1149,1796
1769,1449
1172,1289
1250,1341
1570,1222
1576,1728
1008,1337
1277,1790
1885,1453
967,1796
1825,900
1440,1123
1399,1898
1048,1685
1794,1686
1258,1275
1260,1236
1669,1604
1399,1287
1866,1274
1447,1175
982,1714
1241,933
1437,1721
1909,1440
1432,1715
1123,1488
1598,1125
1373,1706
1360,1615
1859,1345
1608,1772
1488,1863
1409,1205
1589,1639
1205,1222
1272,1714
1173,1551
1458,897
1495,1413
1059,1789
1391,1211
1707,1750
1107,1509
1730,1278
1337,1518
1515,1454
953,1675
366,1113
1507,1624
1833,1351
1222,1056
1516,993
1899,1235
1833,1813
932,953
1826,966
1764,1229
1598,1707
1231,1638
1106,1681
1078,1056
1457,966
1761,1243
1142,1514
1207,1001
1116,1391
1595,1479
1631,483
1109,1041
1349,1237
1905,1822
1017,1132
1078,966
428,1179
1584,1004
1844,1750
1448,1158
1107,1620
1883,1846
1222,1621
1736,927
1761,1612
1833,1522
1483,995
1610,1816
580,1179
917,1533
1524,1390
1549,1170
1380,1391
1584,526
1291,1335
1312,1714
1829,1453
1269,1757
1600,1623
1367,1026
1271,1091
1596,1691
1590,1195
1895,1052
1243,1420
897,1323
1516,1746
1888,1149
1746,1653
1858,1419
1275,1630
1024,1816
1709,1807
957,1462
1570,1447
1735,1877
1277,1812
1584,1833
1334,1135
1864,1407
1569,1650
1800,1617
1014,1231
1363,1371
1665,1898
1740,1358
1273,1850
1288,1741
1603,1643
1613,1222
1750,1312
1730,1195
1652,1107
1728,1462
1725,1103
1126,1291
1135,1663
1188,1338
1804,1191
1820,1284
1230,1612
1570,1600
1515,1591
1370,1663
1879,1571
1899,1636
1019,1277
1261,1373
1172,1816
1485,1123
1622,1598
988,1873
1024,1619
1209,1754
1692,1223
1320,517
1191,1047
1827,1184
1216,1468
1867,1659
999,1530
1491,1864
1612,1851
1619,1714
1191,1335
1207,1665
1135,1269
1669,1149
1077,1863
1708,1615
1845,1584
1888,1714
1083,1336
960,946
1675,1643
1409,1173
1366,1236
1804,1717
1692,1237
1173,1570
1238,1813
1181,1340
1742,1638
1795,1752
1375,1184
1564,1822
1359,1559
1447,1039
1205,1793
1668,1335
1709,913
1153,1024
1604,1068
1380,1584
946,1888
993,1669
1643,1198
1675,1861
1110,906
1668,1390
1006,1556
1730,1028
1495,1021
1574,363
1243,1753
1416,1341
1598,1879
1867,1746
1324,637
1666,1266
1826,1211
1341,1449
1495,1347
1106,1418
1610,1761
1799,1668
1605,1017
1408,1453
1862,981
1836,1718
1689,1201
1083,1816
1278,964
1256,1559
969,1786
1072,1189
1669,1734
1040,1712
1120,1292
1207,1271
1614,1028
1102,1396
1653,1833
1735,1689
1786,1751
1788,909
1839,1639
1184,1542
1181,1547
1287,1735
1221,1655
1827,1329
1703,1134
1019,1583
1684,1726
526,1800
1610,1271
966,1330
1877,1689
1437,1398
1187,1511
1823,1902
1261,1751
1663,1712
1645,1778
1091,1598
1750,1833
1652,1662
975,1462
1730,1707
1899,975
1075,1390
1472,1260
1630,968
1774,1196
1017,1124
1563,1669
1897,1525
1312,1376
1868,1707
1737,1757
1238,1614
1525,1781
1789,1559
1186,903
1156,1132
1393,1531
1230,1750
1376,1242
1126,1754
1269,1643
1199,1083
1095,1001
1707,1522
1184,1622
1355,1228
1795,1509
1019,1857
1509,1604
1381,1899
1126,1329
1892,1468
1744,1766
1068,1390
1594,1419
1898,1551
1819,1149
1832,947
1199,1823
1087,1838
1902,1280
1433,1033
1702,1863
1425,915
1877,1086
1222,953
1040,1238
980,1589
1655,1720
1881,1543
1717,1604
1749,937
1284,1298
1580,1741
1287,1399
1530,1888
1826,1722
941,1638
1561,1161
1283,961
1468,1097
947,1584
1631,1490
1820,1309
1349,1763
1428,1624
1798,992
1205,1868
1663,1175
1620,1146
1337,1437
1287,1352
897,953
1432,1229
992,903
1269,1331
1126,1735
953,1717
1472,1418
1056,1793
1396,1638
1839,1391
1014,1729
1402,1768
1059,947
997,1535
1764,1284
1783,942
1807,1247
1059,1488
1613,1547
1365,1335
1721,1813
1337,1702
1794,1062
1352,1846
1613,1662
1898,1888
1157,1383
1260,1633
1591,975
1085,1420
1391,1621
1106,1248
1406,1742
896,1007
1198,1879
1146,1612
954,1018
1584,1513
1150,1911
1420,1637
1864,1128
1488,1467
1173,1539
1316,1396
1750,1600
957,1227
1280,1431
1710,1209
1707,1643
1397,483
1462,1903
1833,1101
980,993
1825,1687
1391,1182
1789,1375
1267,1028
1021,1426
1285,1888
1086,1198
902,1129
1062,1435
957,1475
1185,1255
1894,1508
1368,1045
1520,1689
1595,1515
1844,1155
1635,1221
1721,1730
1736,1449
1078,1598
1668,1107
1092,1589
1600,906
1877,1416
1813,1551
922,1909
641,1374
1142,1113
1637,1774
930,1142
1003,1126
1687,1421
1195,927
1813,1603
1635,1859
1683,1559
1029,982
1312,1663
983,1040
1114,1808
1431,1584
951,1274
1735,1416
1672,1259
896,1502
946,1833
1312,1622
1250,1209
1861,980
1833,1793
1505,1534
1338,1785
1845,1702
1470,1861
975,1786
1706,1192
1066,1848
1571,1796
1603,1184
1341,1663
1707,1456
1547,1793
1790,1277
1375,1198
1129,1592
960,1839
1426,1067
1750,1551
1185,1101
1107,1610
1770,1510
1294,915
1406,1871
1786,896
1469,940
1791,1663
1700,946
1433,1708
1580,1610
1747,1880
1132,1130
1316,1661
1414,1862
1509,1861
1345,1426
1121,1348
1006,1598
1235,1502
1769,1683
1559,1891
1622,1603
1608,1590
1554,1746
1883,1171
1357,1114
1128,1730
1523,1863
1539,1689
1366,1052
1349,1408
1217,1334
1384,1337
1112,1185
1391,1280
1230,1377
1724,1557
1589,1267
1412,1745
1828,1108
1287,1795
1054,1717
1873,1426
1148,1583
1791,1761
1389,1431
1425,353
1407,993
1717,1079
993,1391
1451,1066
1613,1793
1366,1481
1761,1497
1565,1210
1694,1356
1621,1757
1132,1580
1467,947
1135,953
1886,1199
1565,1660
1479,896
1398,1175
1423,1204
1449,925
1800,1341
538,376
1341,1101
1639,1509
1794,1783
1457,1622
1120,1587
1597,1804
1826,995
1063,1256
1897,1357
1024,1199
1020,483
1754,1554
363,484
1665,1219
1146,1689
1100,1345
1495,1583
1070,1412
1629,1536
1596,1373
925,1344
1166,1812
1509,1405
1736,1024
1497,1377
1211,1149
1219,1437
921,1182
1196,1612
1222,1813
952,1004
1108,1812
1662,1736
1857,981
1099,1893
1668,1456
1237,1318
1163,997
1617,1351
1293,1617
1603,1195
1617,1312
1080,538
1240,1642
1768,1290
1835,1622
1462,1596
1613,1811
1256,1163
1604,1570
1687,1061
953,1230
1709,1831
1372,1356
1222,1885
1582,1783
1786,1406
1221,1715
1686,944
1773,1113
1026,1520
925,1222
964,1089
1377,1597
1799,1757
1211,1184
1628,1462
1335,1390
1100,1862
1056,1457
917,1216
1799,1826
1222,1554
1621,1191
930,948
993,1639
1446,483
1813,921
1271,1612
901,992
1706,917
1791,1376
1774,1321
1902,1621
484,526
896,1381
1282,1081
1438,1322
1613,953
1715,1231
1288,1153
1059,1367
1329,1688
1282,898
1623,1737
1214,1530
1691,1716
1285,1132
1514,1142
1048,946
1357,1536
1229,1591
1612,1600
1591,1347
1342,1478
1898,1040
1107,1351
1101,983
1331,1341
1842,1804
1438,1379
1347,1060
1890,1002
1480,1805
1867,1017
1453,1694
1632,1086
1218,956
1737,1652
1078,1101
1680,1082
1291,1761
1213,1667
1431,1823
1832,1256
1479,954
1367,1449
1598,1665
1352,1222
1837,1118
1589,1750
1563,1485
1023,1687
938,1548
1121,917
1735,947
1237,948
1894,483
1681,1496
1271,1039
1155,1631
1077,1577
1399,1689
1225,1703
1811,1535
1199,1409
1367,1488
1021,1786
1580,1402
1888,925
1832,1839
1491,1391
1495,1018
1391,952
1047,1173
1584,999
947,1752
1622,1344
1069,1431
1639,1839
1610,1675
517,1543
1236,1070
1421,1085
1799,993
1381,1014
1685,1746
1242,1128
1205,1255
1416,1683
1780,1321
1621,1523
1774,1730
1655,1115
1258,1217
1017,1456
1218,1562
1761,1162
1002,1208
913,968
1209,993
1099,1014
1222,1659
1730,1622
1189,1630
1114,1001
1267,1761
1741,1431
980,932
1257,1235
1222,1845
1327,1149
1736,1804
1468,1880
1367,1126
1730,1570
1554,1390
1380,1083
1662,1219
1404,1279
1390,1714
1585,1779
1482,1139
1030,909
1663,1613
1575,913
1791,1864
1496,924
1068,1598
1107,1721
1833,1156
1291,1175
1106,1273
1074,1048
1059,1721
1778,962
1879,1312
1878,1358
897,1861
1298,988
1485,1124
1472,1448
1717,1377
1181,1516
1735,1867
1810,946
1211,1024
1833,1665
1321,1702
1100,1292
1079,1768
952,1621
1331,1547
1593,1410
1238,916
1340,1184
1597,1447
1791,1620
1703,1070
1610,1335
1184,1600
906,1653
1376,1528
1829,1356
906,1861
1011,1348
1259,1504
1310,1633
1230,1219
1816,1839
1361,1191
1352,1334
1067,1014
1076,946
1574,1692
916,1330
1402,1598
1191,1126
1569,1738
1741,1605
1715,1426
1086,946
1332,1606
1082,1475
1343,1444
1482,1236
1663,1125
1037,1472
1724,1079
1551,1329
1911,1718
1782,1804
1166,1504
1868,1086
1107,1059
1805,1361
1124,1289
1591,1159
1612,947
1341,1399
1104,1429
991,1726
1861,1146
1845,1902
1067,1596
1207,1717
1473,1051
1003,1644
1662,1668
1596,1459
1783,896
1069,916
1391,1447
1752,1572
1691,1129
1584,1399
1184,1075
1347,1019
1750,1689
1095,484
1221,1578
1376,1312
1390,1721
1074,1211
1125,1380
1688,1048
1827,1054
1732,1347
1390,1842
1352,1721
1653,1735
1079,1741
1311,1496
1703,1525
1078,1017
1108,1099
1618,1622
1222,1804
1722,1707
1113,1744
1735,1833
1454,1282
925,1017
1435,1894
1717,1799
1205,1330
1590,1718
1514,1801
1390,1799
1291,1619
1188,1299
1613,1456
1610,1004
1665,1101
1352,1724
1165,1085
1230,1617
1021,1067
1718,1626
1737,1112
1402,1250
1730,1184
1910,913
1826,1431
1179,1400
1702,1445
1290,1059
1590,1272
1837,938
1663,1539
1367,1391
1746,1330
1539,1669
1502,1786
1725,1469
1242,1199
1201,959
1557,1612
1761,1079
1198,1367
1891,1377
1112,1004
968,946
1712,1849
1274,1698
1715,988
1292,1857
1099,1742
1851,1782
1539,1431
1437,1902
1409,1791
1409,1864
1661,1479
1373,1451
902,1204
1293,1689
1608,1160
1048,1265
1423,1284
1864,1584
1108,942
1334,1589
1530,1267
1412,1170
1516,1717
1427,1549
1847,1555
1893,1820
1076,1467
1369,1589
1645,1565
1839,1888
1902,1047
1382,1373
903,1333
978,1305
1727,1808
940,924
1236,1504
1072,1348
1725,1166
1312,1420
1750,1771
1563,1804
1379,1655
1817,1863
1522,1153
1594,1741
1100,1680
483,1582
1126,1267
1221,1104
580,1844
1518,1337
563,428
1255,1612
1804,1288
1842,1172
1101,1230
1370,916
1199,1619
1361,1557
1175,1302
1492,1343
1820,1848
1436,1343
1067,1859
946,1623
1261,1396
993,1888
1001,936
1086,1613
1791,1173
1509,1331
989,1044
1489,1503
1185,1879
1674,1173
1130,1376
1280,1201
1613,1644
1736,1793
1003,1435
896,1067
1028,1718
1559,1399
1302,1663
1064,1202
1361,1730
1491,1842
1688,1407
1742,1018
526,1320
1559,1191
1086,1029
1496,1159
1040,1289
1639,1590
1417,1899
1038,1518
1371,1837
1644,1746
1086,1849
1753,1086
982,983
1655,1148
1459,1379
1222,1662
1663,1589
1819,1612
1765,1730
1406,917
1819,978
1610,1604
1472,1703
1659,1620
1496,1630
1305,1612
1695,1080
1767,1545
1132,1156
1583,1638
1101,1079
1787,1493
1080,1902
1080,1673
1813,1554
1440,1883
1804,1685
941,1704
1907,1032
1800,1523
1557,1242
1423,1231
1776,1657
1552,1642
1766,1881
1373,1876
1793,1535
1338,940
1398,960
1714,1293
1427,1525
921,1888
1621,1128
1475,1413
946,1559
1199,1723
1128,947
1665,1117
1782,1376
1287,1845
1361,1456
1079,1185
1458,1768
1345,1875
1040,1457
1452,992
1721,1367
1449,1809
1408,1122
936,1155
1826,1359
1435,1622
1376,1209
1718,1577
1377,1222
1665,1388
1575,1818
1712,1335
1331,1156
1813,1352
1542,1078
1621,1409
1687,1555
1059,999
1192,988
1720,1322
1845,1290
1785,937
1280,1662
1029,1608
940,1418
1246,1699
1135,1637
1331,1741
1516,1509
1768,1399
1323,1078
1643,1622
1868,1898
1347,1231
1312,1570
1304,1634
936,1114
1707,983
1718,1697
1549,1142
1746,1730
1651,1730
1447,1612
1550,1235
1783,1005
1159,1807
1049,1644
1760,1693
1595,1495
1267,1211
1226,1320
1832,1619
1121,1536
1836,1612
1799,1813
1653,1557
1488,1557
1646,1675
1719,908
1172,1746
1130,1024
171,0
1523,1819
1021,1235
1351,1222
1570,1563
1341,1799
925,1730
1261,1009
1662,1891
1811,1243
1662,1816
1787,1758
1609,1620
1085,1088
1613,1823
1211,1800
1663,1608
1522,916
1132,1554
1842,1125
1897,1364
1347,1067
1659,1054
1868,1352
1409,1214
1783,1081
906,1184
1352,1287
1876,1634
1768,1793
1839,1845
538,1878
1663,1195
1258,1236
1318,1625
1689,980
969,1261
1604,1160
1879,1491
1517,997
1804,1600
1238,1580
1125,1198
1628,1661
999,1291
1269,1312
1554,1323
1584,1675
1333,1837
982,1457
1231,1120
1056,1609
1146,1757
1819,1420
1835,1675
1112,946
1101,1613
1339,1613
1799,1340
1835,1891
1522,1181
1267,1431
916,1799
1622,1370
1269,1059
1795,1184
1800,1132
1464,1142
1623,1768
1804,1707
1574,1870
1390,1480
1507,1189
1357,483
1376,1823
1316,1729
1665,1059
1211,1291
1707,1736
1608,1391
1041,1072
1079,1597
1605,916
1523,1659
1448,1790
975,1872
1243,1079
1131,1249
1299,1236
1431,1198
1813,1540
1336,1580
1054,1059
1555,1511
1859,1284
483,1490
1126,980
1331,916
1184,1700
1480,1004
1786,1596
1483,1335
1367,1006
1006,1335
1122,366
1691,1550
1080,1155
376,580
1184,1491
1199,1390
563,1745
1159,1052
1330,953
1235,1381
1359,1330
1269,1845
1307,1203
1446,930
1377,1214
1569,1709
944,1876
1302,1886
1582,1282
1132,947
1019,1479
1367,1557
1789,1662
1092,1795
1371,903
1409,1160
1721,1250
1201,1006
997,1809
1222,1730
1247,1794
1001,1427
1344,1110
1153,1480
1621,1768
1074,1399
1827,916
1484,1185
1649,1273
651,475
1192,1550
1839,1554
1169,1072
1139,1624
1371,1895
1179,1574
1813,1076
1523,1047
1639,1584
1456,1571
1380,1621
1369,946
1589,1214
1431,1207
1178,1461
1387,1297
1567,1847
1331,1484
1823,1826
1559,1714
1185,1753
1511,1866
1845,1149
1809,1205
1595,1875
366,1844
1482,1703
1480,1768
948,1763
1370,1447
1761,1456
1639,1376
1126,1662
1826,946
1172,1205
1192,994
1504,1496
1449,1048
1488,1752
1083,1457
1835,1539
1645,936
993,1516
566,1128
1757,946
1341,1017
1547,1809
1507,1681
1431,1864
1735,1810
1790,1426
1079,925
1102,1018
1081,942
1692,1179
641,1475
1132,1600
1141,1304
1730,921
1332,637
1786,1021
1017,1291
1603,1520
1029,1171
1475,1591
1879,1610
1482,1770
1349,1080
1272,1836
1435,1652
1522,1369
1020,1828
1335,1230
1025,637
1768,1146
1703,1131
1591,984
999,1516
1104,1129
1551,1149
1056,1722
1374,1300
1014,1423
1757,1662
1794,1729
1587,1277
1146,1293
1572,1375
1610,1017
1509,1376
1658,1199
973,990
1083,1205
951,1337
1712,1199
1858,1480
1425,1294
1450,1684
1665,1068
1554,1391
1277,1786
1349,1427
1744,1320
1352,1449
1298,957
1811,1153
1350,1104
953,1199
1848,1273
1826,1810
1871,1382
1389,1621
1800,1124
1047,1420
1290,925
1250,1340
1413,989
1596,1587
1539,1199
1680,1566
1101,1516
1665,1391
1259,1226
1612,1707
1126,1619
1730,1669
1667,1785
1720,1841
1329,1059
1320,1695
1636,1204
1803,1174
1689,1146
1554,1734
1736,1621
1039,1736
1736,1789
962,1545
1714,1305
1732,1824
1880,1216
1343,1738
1201,1842
930,1773
1557,1683
1605,1675
1830,1120
1680,1086
1126,1367
1017,1598
1816,1409
1125,1398
1125,1789
1332,1147
1123,1805
1255,1467
1365,1584
948,1801
902,1148
1420,1155
1683,980
1813,1868
1833,1302
1227,1129
1610,1361
1520,921
1080,1677
1619,1795
1730,1393
1108,896
971,1204
1714,1107
924,1141
1509,997
1210,1740
916,1172
1632,1789
983,1712
934,1613
1666,1792
1648,1452
1888,1302
1132,1737
1798,1452
1070,1482
366,1397
1613,1530
1909,1419
1861,1741
1048,1612
1006,1059
1227,1282
1059,1243
1746,1688
1684,1656
1332,1763
959,972
1078,1153
1099,1166
1352,1135
952,1554
981,975
1390,1712
1525,1183
1003,1622
1535,1609
1420,1126
1131,1366
1123,1839
966,1610
1888,1793
1598,1172
1205,1809
1172,1554
1447,1201
1827,1243
1431,1128
1730,1017
1335,1842
1823,1370
1774,1768
1156,1609
1806,1553
941,1850
1196,1563
1675,1185
1793,1736
1596,1903
1827,1117
1273,1451
1827,1612
1110,1557
1285,1793
1398,897
1783,1245
651,538
1502,1215
1413,1691
1646,1867
1612,1130
1771,1710
1269,1126
1784,1798
1587,981
1613,1736
1619,1488
1359,1898
1663,1669
1704,1729
1603,1584
1547,1789
1511,1136
1366,1260
916,1753
1716,1583
483,348
1644,1175
475,484
1243,1610
1568,1378
1106,1770
1128,1075
1761,1746
1144,1307
1104,1322
1872,902
1352,1175
1610,1124
1059,1603
1725,1273
1623,1330
1231,1899
1721,1335
1525,1052
1835,1483
1215,1729
1736,1754
483,601
1312,1730
946,1823
1612,1589
1733,1118
1330,1861
1707,1040
948,1427
1554,1222
1107,1456
1819,1198
1589,1361
1800,1017
483,1871
1363,1837
1637,934
1833,983
969,1406
946,1207
1488,972
1580,1849
1358,1001
1902,966
1608,1637
1686,965
1277,1848
1620,1864
1367,1184
475,1536
1236,986
1842,1793
1420,1622
1086,1727
1590,1458
1536,1241
1222,1563
1209,1622
1122,1374
566,651
1201,1329
1761,1712
1086,1449
1126,1623
1123,1075
1431,1832
1171,1883
1730,1621
1283,1554
1340,1877
1547,1004
1624,1541
1396,1316
1656,1561
1624,1469
1416,966
1665,1352
1523,1780
1803,1136
1882,1318
1703,917
1559,1609
1398,1467
1191,1736
1728,1715
1418,1830
1583,1100
1891,1610
1479,1655
1712,1542
1146,1199
1655,1192
1703,1536
1230,1589
1547,1804
1525,1260
1806,1537
1086,1861
1226,1709
1448,641
1683,1623
1447,1610
1791,916
1656,1555
1857,1426
475,1645
1448,981
1423,1899
1600,1597
1786,1473
1205,1173
931,1212
1659,1367
1619,1632
1886,1365
1175,1026
1335,1721
1132,1652
1499,1016
1656,990
1793,1068
1824,1893
1663,1255
982,1040
1273,1489
1820,1893
1617,1365
1082,1190
1004,1112
897,1191
1363,1118
913,1487
1608,1211
1238,1078
980,1209
1330,1004
1431,1341
1059,1810
1491,1269
1377,1714
1765,1675
1736,1222
1613,1730
1570,1305
1741,1250
1017,1750
1054,952
1191,1175
1608,1842
1613,1665
1591,1628
1101,1833
1589,1782
1101,1175
1125,1799
1839,1352
1898,1409
1791,1736
1544,1050
982,1078
1497,1222
1470,1135
1032,1907
1837,1371
1663,1619
1015,1235
1612,1388
1371,1468
1032,1086
1520,1621
1877,1435
1835,1201
1173,1047
1159,1781
1761,1272
1006,966
947,1735
1673,1155
1553,1409
1004,1335
637,1324
1375,1076
1529,1010
1051,1306
1472,1847
1125,1730
1156,1172
1184,1539
1800,1250
1313,1446
1347,1857
1584,1658
1427,1313
1791,1637
1491,1126
1003,1390
966,1185
1188,1228
1512,353
1507,1306
1456,1603
1734,1341
1198,978
1189,1507
1274,1866
1694,1446
1724,1816
1221,1872
517,905
1547,1888
1017,1614
1752,1557
1833,1714
1388,1662
1707,1816
1201,1126
1260,1011
1039,1551
1322,1257
1462,1347
1576,1115
1496,1385
1199,921
1557,1329
1078,1351
1548,1892
1603,999
1571,1879
1488,1126
1020,1104
953,1768
1723,1736
1663,1017
1377,1219
1728,1298
906,1795
1076,1613
1319,1378
1680,1100
637,1545
1124,1891
1597,947
1611,1404
1480,1125
1529,1169
1199,1130
1070,1236
1761,1639
1132,1024
917,1661
1603,921
1524,1557
1612,1467
1764,1082
1309,1786
1617,1107
1517,1663
1787,1747
1536,1709
1789,1006
1507,1783
1750,1181
1559,1026
1835,1735
1358,1318
1894,1871
1625,1878
1700,1290
1736,1163
1536,1001
1876,1664
1639,1670
1211,1620
1335,1736
1827,1835
1647,896
1787,917
1318,948
1272,1488
1709,1815
1833,1149
1861,1191
1591,1828
1707,1367
1227,1462
1126,1757
1230,1101
1433,1687
1456,997
1608,1559
989,1661
1246,1781
1793,1101
1725,1703
1345,1884
1794,1247
1535,1323
1523,1278
1804,1675
1661,1261
1789,1086
637,1479
1609,1230
1467,1130
1635,1628
1211,1399
1309,1508
1358,1844
1810,952
1393,1191
1665,1156
1888,1522
1316,1020
1717,1184
1237,363
1124,1702
1539,993
1214,1722
1285,1665
1673,1512
1609,1669
1729,1725
1277,1221
1148,1067
1070,1225
1448,1021
1662,1730
1716,1578
1085,1825
1347,1661
1598,1793
1390,1003
1104,483
1903,1235
1367,1287
1064,1829
1758,1858
1427,948
1746,1619
1422,1487
1303,941
1092,1864
1042,1338
1879,1181
1681,1226
1173,1447
1330,1243
1723,1135
1256,932
1516,1401
1059,1554
1783,1742
1886,1827
1643,1291
946,925
1678,1126
1169,1249
1458,1409
1330,1621
1884,1100
1059,1714
953,1520
1048,1614
1062,1357
1786,1820
1589,1125
1310,1275
1231,1221
1009,1014
1559,1287
1104,1462
1789,1539
1559,1753
1746,1509
1036,1014
1695,1766
966,1730
1536,965
1603,1255
1199,1238
1568,1118
1361,1420
1823,1329
1369,1312
1799,1269
1238,1620
1668,1782
1494,1085
1765,1810
1370,1199
1871,1204
1420,1827
1153,1757
1583,1286
927,1334
1361,1736
1753,1603
1110,1717
1557,1017
1485,1449
1674,1863
1686,1794
1153,1584
913,1630
1177,991
1272,1312
1128,1746
1127,924
1596,1120
1221,1785
1494,1410
1879,1367
958,1097
1004,1598
1296,1770
1006,1799
1150,1321
1652,1810
913,1881
1574,1385
916,1584
1659,1376
1186,1363
1361,897
1559,993
1331,1617
1344,1376
1893,1067
1191,1361
1639,1902
1153,1746
946,1250
1083,1480
1344,1799
1475,1479
1515,1661
938,901
1835,1160
1873,1082
925,1491
1128,1584
1637,1804
1302,1059
1230,1132
1554,1242
979,1499
1816,1390
1554,1723
1608,1243
1768,1603
1243,1075
1520,1185
1341,1250
1202,1268
1735,1028
1242,1352
1122,1882
1182,1851
1361,1255
1902,1580
1615,970
1376,1782
901,1137
1768,1402
1509,978
1879,1685
1666,1822
1447,1029
353,517
1101,1361
1449,1101
1078,1271
1370,1839
1076,1004
1604,1323
1522,1761
1689,1352
1063,1431
1504,1541
1416,1752
1307,1705
1130,1614
1811,1056
1419,1440
1026,967
1211,1643
1067,1257
1898,1431
964,1373
1391,1665
1667,1783
1721,966
1835,1516
1796,1752
1457,1598
1675,1191
1126,1431
1400,1320
1288,1849
1683,1613
1324,1824
1640,1127
1910,1829
1374,1400
1532,1632
1381,1036
1637,1714
1811,1201
1242,1407
1503,1502
936,651
475,606
1099,917
1211,1598
1886,1377
1437,1605
1268,1343
1244,1591
1100,1459
1870,538
1892,1137
1603,1621
1298,1347
1211,1351
1809,1663
1495,1595
1214,1361
1097,1802
1032,919
1576,1715
1809,1068
1805,1813
1864,1388
1699,1794
1185,925
956,1218
924,1781
1624,1482
1223,1794
1555,1676
1665,1849
517,637
1284,1742
1799,1003
1110,925
1345,1515
1800,1361
366,936
1841,1872
1331,1827
1757,1665
1462,1129
1136,1676
1102,1316
1026,1377
420,936
1480,1024
1795,1520
1482,1847
1516,1153
1881,1671
1377,1180
969,941
1615,1274
966,1816
1597,1181
1377,1243
1025,1113
1078,1721
1211,1335
980,1813
1402,1447
1619,1707
1559,1604
931,1064
428,1313
1520,1255
1622,1457
1128,1272
651,517
1205,1101
1535,1793
906,1570
1472,1355
1221,1830
1525,1221
1323,1868
580,483
1160,959
1813,1663
1839,1117
1192,1158
1127,1000
1533,1333
1813,1211
1554,1849
1888,1827
1447,1863
1833,1551
1839,1800
1352,1255
1420,967
1116,1617
1596,1682
1789,1184
1128,1149
1516,980
1780,1909
1320,1179
1040,1622
1804,1447
1786,1108
1230,1156
1530,1491
1048,1557
1800,1663
1250,1380
1290,1563
1758,1674
1730,1361
1209,1278
903,1787
1219,1610
1791,1416
1211,1086
1399,1243
1230,1124
1570,1603
1285,1610
1095,1794
428,1109
1229,1227
1563,947
1663,1126
1449,1398
1778,1320
1122,1844
946,1146
930,1549
1204,1454
1679,1514
1334,1492
1571,1730
1113,1878
1130,1639
1787,1880
1717,1126
967,1272
1336,966
1480,1130
1482,1624
1804,906
1495,1215
1199,1902
1280,1255
1059,1017
1551,1637
1799,1123
1153,1302
1554,1059
1548,1314
1257,957
1811,1048
1515,1742
1841,1129
1565,483
1823,980
1243,1688
1715,1100
1867,1885
1059,1888
1371,1118
1373,1459
1079,1329
1242,1209
1231,1587
1883,973
1844,1012
1603,1026
1221,1504
1181,1004
967,921
1036,1148
1894,1786
1904,1072
1267,1185
1643,1267
1804,1535
921,1823
1017,1757
1331,1665
1110,968
1662,1547
1850,1009
1487,1574
428,376
1632,1827
1010,389
1844,566
944,1258
1118,1568
1108,1032
1023,1445
1259,1139
1800,1605
1663,1199
1753,1891
1020,1158
1500,1304
916,982
1369,1335
897,1842
1113,1473
566,1155
1675,1076
1617,1230
1768,1074
1124,1735
1483,1117
1835,1563
1431,1662
1129,1841
960,1480
1688,1745
1020,1316
1550,1728
1591,1495
1333,1452
1320,1565
1352,1590
1292,1591
1811,1613
1621,993
1675,1685
1705,1555
1795,1289
1574,1778
